estimate_id,work_id,prepared_date,technical_sanction_date,estimated_amount,contingency_pct,schedule_of_rates_year,technical_authority,synthetic_demo_data
EST-DEMO-008962,MPLAD-WRK-008962,2023-12-27,2024-02-10,765320.79,3.5,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-008963,MPLAD-WRK-008963,2022-07-15,2022-08-10,1692542.12,2.0,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-008964,MPLAD-WRK-008964,2023-09-16,,215882.47,3.6,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-008965,MPLAD-WRK-008965,2023-02-04,2023-02-26,981534.97,3.9,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-008966,MPLAD-WRK-008966,2022-08-09,2022-08-24,1392941.78,5.0,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-008967,MPLAD-WRK-008967,2022-07-04,2022-07-24,2799284.98,4.6,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-008968,MPLAD-WRK-008968,2022-11-16,2022-12-01,207125.13,3.2,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-008969,MPLAD-WRK-008969,2023-05-13,2023-06-05,1303394.18,3.8,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-008970,MPLAD-WRK-008970,2023-12-10,2024-01-25,1150953.31,4.5,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-008971,MPLAD-WRK-008971,2022-04-15,2022-06-02,939143.56,3.4,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-008972,MPLAD-WRK-008972,2024-12-28,2025-02-01,1199772.67,3.3,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-008973,MPLAD-WRK-008973,2024-12-14,2025-02-10,1130394.85,4.4,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-008974,MPLAD-WRK-008974,2023-12-13,2024-01-06,3301121.53,2.5,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-008975,MPLAD-WRK-008975,2024-06-20,2024-07-20,2049719.07,3.8,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-008976,MPLAD-WRK-008976,2023-07-28,,2044329.29,3.7,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-008977,MPLAD-WRK-008977,2024-12-29,2025-02-22,2063890.42,3.9,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-008978,MPLAD-WRK-008978,2022-08-24,2022-09-15,2134562.44,4.2,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-008979,MPLAD-WRK-008979,2023-12-24,2024-02-09,605145.48,3.9,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-008980,MPLAD-WRK-008980,2024-02-07,2024-03-23,1871061.62,3.0,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-008981,MPLAD-WRK-008981,2023-11-05,2023-11-21,2185426.35,3.0,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-008982,MPLAD-WRK-008982,2023-06-28,2023-07-27,375426.71,4.3,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-008983,MPLAD-WRK-008983,2024-10-11,2024-11-14,3661574.99,4.7,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-008984,MPLAD-WRK-008984,2024-10-25,2024-12-11,1915961.77,3.5,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-008985,MPLAD-WRK-008985,2022-11-20,2022-12-26,487147.78,5.0,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-008986,MPLAD-WRK-008986,2024-12-01,2025-01-16,1240070.55,3.4,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-008987,MPLAD-WRK-008987,2024-06-09,2024-07-21,1277668.02,2.9,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-008988,MPLAD-WRK-008988,2025-01-05,2025-01-25,3743417.22,4.9,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-008989,MPLAD-WRK-008989,2023-04-06,2023-05-06,850589.7,3.1,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-008990,MPLAD-WRK-008990,2024-03-08,2024-04-03,998174.7,2.9,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-008991,MPLAD-WRK-008991,2024-03-12,2024-04-01,1882209.3,2.6,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-008992,MPLAD-WRK-008992,2022-07-13,2022-08-29,869622.52,3.0,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-008993,MPLAD-WRK-008993,2024-05-05,2024-06-07,1080742.86,3.1,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-008994,MPLAD-WRK-008994,2024-02-07,2024-03-13,678848.87,4.4,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-008995,MPLAD-WRK-008995,2023-01-10,2023-02-13,1716717.55,2.9,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-008996,MPLAD-WRK-008996,2025-01-25,2025-02-27,355115.02,4.0,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-008997,MPLAD-WRK-008997,2023-01-06,2023-02-26,838551.79,2.6,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-008998,MPLAD-WRK-008998,2023-04-05,2023-05-21,766640.46,3.7,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-008999,MPLAD-WRK-008999,2024-05-13,2024-06-18,1023247.17,2.5,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-009000,MPLAD-WRK-009000,2022-08-21,2022-09-20,1188414.72,4.6,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-009001,MPLAD-WRK-009001,2025-01-14,2025-02-15,2326143.54,3.6,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-009002,MPLAD-WRK-009002,2023-03-15,2023-04-30,4718567.27,2.2,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-009003,MPLAD-WRK-009003,2022-04-21,2022-06-18,2832555.35,4.1,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-009004,MPLAD-WRK-009004,2022-08-09,2022-09-21,1208338.48,3.5,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-009005,MPLAD-WRK-009005,2024-08-02,2024-10-01,1311994.39,2.4,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-009006,MPLAD-WRK-009006,2023-07-22,2023-08-17,1391008.58,2.3,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-009007,MPLAD-WRK-009007,2022-07-15,2022-08-29,2568310.95,4.6,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-009008,MPLAD-WRK-009008,2023-05-30,2023-07-13,1624758.95,2.2,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-009009,MPLAD-WRK-009009,2023-06-30,2023-08-13,2355380.32,3.5,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-009010,MPLAD-WRK-009010,2024-03-16,2024-04-13,1426650.63,4.8,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-009011,MPLAD-WRK-009011,2024-07-01,2024-08-15,344868.38,4.5,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-009012,MPLAD-WRK-009012,2023-04-27,2023-06-12,2148957.46,2.6,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-009013,MPLAD-WRK-009013,2022-12-06,2023-01-28,1511692.54,2.3,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-009014,MPLAD-WRK-009014,2023-09-18,2023-11-07,1353930.02,3.0,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-009015,MPLAD-WRK-009015,2024-10-05,2024-11-27,863437.83,3.2,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-009016,MPLAD-WRK-009016,2023-09-29,2023-11-21,987261.95,3.7,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-009017,MPLAD-WRK-009017,2024-04-15,2024-05-20,1170909.09,4.1,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-009018,MPLAD-WRK-009018,2022-10-02,2022-10-26,4485918.93,3.0,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009019,MPLAD-WRK-009019,2024-09-22,2024-11-15,1101722.21,4.1,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-009020,MPLAD-WRK-009020,2023-01-03,2023-01-26,532952.69,5.0,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-009021,MPLAD-WRK-009021,2022-09-16,2022-11-10,4303463.65,3.5,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-009022,MPLAD-WRK-009022,2024-05-04,2024-06-20,541355.95,4.6,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-009023,MPLAD-WRK-009023,2022-08-04,2022-10-03,1175157.14,2.2,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-009024,MPLAD-WRK-009024,2023-04-29,2023-06-01,597203.46,2.3,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-009025,MPLAD-WRK-009025,2022-08-14,2022-09-12,1643833.55,2.4,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-009026,MPLAD-WRK-009026,2022-06-04,2022-07-02,1381292.94,4.2,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-009027,MPLAD-WRK-009027,2024-07-22,2024-09-08,1551557.81,4.5,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009028,MPLAD-WRK-009028,2023-10-17,2023-11-30,5215062.53,3.8,2023,Superintending Engineer (Purba Medinipur Demo),True
EST-DEMO-009029,MPLAD-WRK-009029,2022-07-16,,2071635.95,3.2,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009030,MPLAD-WRK-009030,2024-01-02,2024-02-19,1787886.62,3.8,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-009031,MPLAD-WRK-009031,2023-05-13,2023-06-25,7685480.81,4.2,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-009032,MPLAD-WRK-009032,2023-09-16,2023-10-12,2109333.05,2.1,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-009033,MPLAD-WRK-009033,2024-04-08,2024-05-24,460981.44,4.6,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-009034,MPLAD-WRK-009034,2024-02-16,2024-04-10,1845795.76,2.6,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-009035,MPLAD-WRK-009035,2022-06-16,2022-08-03,1259840.44,3.8,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-009036,MPLAD-WRK-009036,2022-12-31,2023-01-15,591524.9,3.4,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-009037,MPLAD-WRK-009037,2022-11-05,2022-12-31,1230524.0,2.6,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-009038,MPLAD-WRK-009038,2023-02-19,2023-03-23,1680583.21,2.6,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009039,MPLAD-WRK-009039,2023-02-09,2023-04-09,1063611.39,2.9,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-009040,MPLAD-WRK-009040,2023-01-01,2023-02-05,1740924.05,3.2,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-009041,MPLAD-WRK-009041,2023-05-27,2023-06-16,852605.32,2.8,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-009042,MPLAD-WRK-009042,2024-01-06,2024-02-08,2265396.91,3.7,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-009043,MPLAD-WRK-009043,2023-11-14,2023-12-30,1773800.37,3.2,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-009044,MPLAD-WRK-009044,2024-03-02,2024-03-22,3885617.24,2.2,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-009045,MPLAD-WRK-009045,2024-07-27,2024-08-23,3073631.45,3.2,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009046,MPLAD-WRK-009046,2022-07-28,2022-09-26,1095572.5,4.9,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009047,MPLAD-WRK-009047,2024-08-12,2024-09-09,2645622.05,2.7,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-009048,MPLAD-WRK-009048,2022-10-01,2022-11-17,1911699.7,2.3,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-009049,MPLAD-WRK-009049,2023-12-01,2023-12-21,3071726.35,4.0,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-009050,MPLAD-WRK-009050,2023-03-10,2023-05-06,457836.73,3.4,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-009051,MPLAD-WRK-009051,2022-09-19,2022-11-13,1859615.9,2.8,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-009052,MPLAD-WRK-009052,2023-10-09,2023-10-31,1376939.83,4.5,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-009053,MPLAD-WRK-009053,2024-03-07,2024-05-01,750261.46,5.0,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-009054,MPLAD-WRK-009054,2022-07-08,2022-08-15,2663652.08,2.9,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-009055,MPLAD-WRK-009055,2022-08-30,2022-10-01,1862117.31,4.6,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-009056,MPLAD-WRK-009056,2022-07-06,2022-08-07,1457479.55,4.6,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-009057,MPLAD-WRK-009057,2024-07-24,2024-08-10,2015155.5,4.4,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-009058,MPLAD-WRK-009058,2023-07-02,2023-08-09,1593621.24,3.5,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-009059,MPLAD-WRK-009059,2023-07-21,2023-08-07,821898.52,4.7,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-009060,MPLAD-WRK-009060,2023-09-11,2023-10-30,1866355.94,3.7,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-009061,MPLAD-WRK-009061,2024-06-05,2024-07-22,3030946.32,3.7,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-009062,MPLAD-WRK-009062,2022-11-13,2023-01-09,3015933.34,3.1,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-009063,MPLAD-WRK-009063,2023-07-29,2023-09-21,843223.3,3.4,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009064,MPLAD-WRK-009064,2023-07-01,2023-08-18,353866.33,4.5,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-009065,MPLAD-WRK-009065,2022-10-12,2022-10-31,416217.58,2.3,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009066,MPLAD-WRK-009066,2022-09-27,2022-10-13,234396.18,2.3,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009067,MPLAD-WRK-009067,2024-05-13,2024-06-19,459200.85,4.0,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009068,MPLAD-WRK-009068,2023-05-22,2023-06-06,1231054.73,4.3,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009069,MPLAD-WRK-009069,2023-02-01,2023-03-12,3557025.98,3.6,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009070,MPLAD-WRK-009070,2024-03-23,2024-04-12,1100301.6,3.3,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009071,MPLAD-WRK-009071,2023-10-13,2023-11-23,640169.6,3.0,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-009072,MPLAD-WRK-009072,2024-06-19,2024-07-28,2577655.17,3.9,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-009073,MPLAD-WRK-009073,2024-03-25,2024-05-19,857738.96,2.2,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-009074,MPLAD-WRK-009074,2023-01-25,2023-02-15,1436011.38,3.9,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009075,MPLAD-WRK-009075,2023-05-23,2023-06-08,1250105.07,2.8,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009076,MPLAD-WRK-009076,2023-09-29,2023-11-03,2847285.53,4.4,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-009077,MPLAD-WRK-009077,2023-09-01,2023-09-19,1153257.55,2.4,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009078,MPLAD-WRK-009078,2022-10-14,2022-11-27,622538.84,4.7,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009079,MPLAD-WRK-009079,2024-11-01,2024-11-20,1579991.73,3.0,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009080,MPLAD-WRK-009080,2023-11-21,2024-01-03,553043.22,4.7,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-009081,MPLAD-WRK-009081,2022-12-28,2023-01-28,4226923.96,2.1,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-009082,MPLAD-WRK-009082,2024-12-12,2025-01-24,1745340.98,4.1,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-009083,MPLAD-WRK-009083,2024-06-11,,1789105.41,2.8,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-009084,MPLAD-WRK-009084,2023-10-08,2023-10-26,2121039.29,2.4,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-009085,MPLAD-WRK-009085,2024-09-19,2024-10-06,1337722.75,3.1,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-009086,MPLAD-WRK-009086,2024-01-05,2024-02-20,985567.87,3.6,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009087,MPLAD-WRK-009087,2024-02-11,2024-03-29,1726432.46,4.1,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-009088,MPLAD-WRK-009088,2023-04-11,2023-05-12,1167912.5,5.0,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-009089,MPLAD-WRK-009089,2023-09-20,2023-10-13,2944178.12,3.6,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-009090,MPLAD-WRK-009090,2023-05-18,2023-07-01,254093.02,2.9,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-009091,MPLAD-WRK-009091,2023-09-24,2023-11-07,2004265.84,2.9,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009092,MPLAD-WRK-009092,2022-05-18,2022-06-23,1836132.0,2.7,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-009093,MPLAD-WRK-009093,2024-07-12,2024-08-19,2610053.0,2.3,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-009094,MPLAD-WRK-009094,2024-04-04,2024-05-29,1422871.57,3.4,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-009095,MPLAD-WRK-009095,2022-04-04,,2216933.93,3.7,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-009096,MPLAD-WRK-009096,2022-06-30,2022-07-19,1739655.3,2.9,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009097,MPLAD-WRK-009097,2023-11-17,2024-01-06,552246.45,4.1,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-009098,MPLAD-WRK-009098,2022-08-09,2022-08-31,1069341.59,4.3,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-009099,MPLAD-WRK-009099,2023-02-10,2023-03-11,3215412.32,3.6,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-009100,MPLAD-WRK-009100,2023-06-15,2023-08-08,2775358.03,3.6,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-009101,MPLAD-WRK-009101,2023-01-01,2023-02-26,856080.31,4.6,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-009102,MPLAD-WRK-009102,2024-02-02,2024-02-28,1129575.55,4.1,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-009103,MPLAD-WRK-009103,2023-03-19,2023-05-01,1715413.63,4.6,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009104,MPLAD-WRK-009104,2024-02-29,2024-04-21,1712056.1,3.8,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-009105,MPLAD-WRK-009105,2023-02-15,2023-03-03,533178.79,4.1,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-009106,MPLAD-WRK-009106,2022-04-04,2022-05-21,1709258.28,4.0,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-009107,MPLAD-WRK-009107,2025-01-18,,2035534.11,3.5,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-009108,MPLAD-WRK-009108,2023-06-13,2023-08-08,2863814.82,2.7,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-009109,MPLAD-WRK-009109,2022-07-01,,707816.69,4.0,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-009110,MPLAD-WRK-009110,2024-05-10,2024-06-13,1229121.83,3.6,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009111,MPLAD-WRK-009111,2024-02-08,,637170.58,3.2,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-009112,MPLAD-WRK-009112,2024-12-04,2025-01-08,1130066.13,2.2,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-009113,MPLAD-WRK-009113,2023-12-18,2024-01-19,1170763.81,4.5,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009114,MPLAD-WRK-009114,2024-05-27,2024-07-13,1596214.38,4.2,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-009115,MPLAD-WRK-009115,2023-08-01,2023-09-15,4590628.53,2.2,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-009116,MPLAD-WRK-009116,2022-05-29,2022-06-30,517620.32,4.1,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-009117,MPLAD-WRK-009117,2023-10-30,2023-12-15,294597.03,2.4,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-009118,MPLAD-WRK-009118,2024-12-02,2025-01-18,2583436.4,4.3,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-009119,MPLAD-WRK-009119,2024-12-14,2025-01-22,808539.28,4.8,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-009120,MPLAD-WRK-009120,2023-04-11,2023-05-09,868943.37,3.1,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-009121,MPLAD-WRK-009121,2023-01-22,2023-03-21,902666.14,4.7,2023,Superintending Engineer (Tiruchirappalli Demo),True
EST-DEMO-009122,MPLAD-WRK-009122,2024-08-27,2024-10-15,199811.78,3.6,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-009123,MPLAD-WRK-009123,2024-04-17,2024-05-19,4315538.44,3.4,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-009124,MPLAD-WRK-009124,2024-05-23,2024-06-15,619811.67,4.9,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-009125,MPLAD-WRK-009125,2022-12-10,2022-12-27,3112861.7,2.8,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-009126,MPLAD-WRK-009126,2024-07-04,2024-08-09,2817017.44,4.2,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-009127,MPLAD-WRK-009127,2024-12-18,2025-02-16,3232524.83,3.9,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-009128,MPLAD-WRK-009128,2023-06-27,2023-08-16,200000,3.5,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009129,MPLAD-WRK-009129,2024-09-27,2024-11-18,1043689.04,3.3,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-009130,MPLAD-WRK-009130,2024-03-31,2024-05-16,3181579.17,3.2,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-009131,MPLAD-WRK-009131,2023-12-29,2024-02-21,3123498.11,2.0,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-009132,MPLAD-WRK-009132,2022-06-08,,2596531.72,3.5,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-009133,MPLAD-WRK-009133,2024-07-11,2024-07-28,1044187.14,3.2,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-009134,MPLAD-WRK-009134,2023-10-01,2023-11-17,696582.07,3.8,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-009135,MPLAD-WRK-009135,2024-01-30,2024-03-22,1681917.01,4.6,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-009136,MPLAD-WRK-009136,2022-04-13,2022-05-24,768083.47,2.8,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-009137,MPLAD-WRK-009137,2024-08-30,2024-10-04,1642650.64,3.3,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-009138,MPLAD-WRK-009138,2024-02-16,2024-03-02,2279684.01,2.9,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-009139,MPLAD-WRK-009139,2022-06-26,2022-08-04,313021.7,4.0,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009140,MPLAD-WRK-009140,2024-11-12,2025-01-05,3128512.99,4.0,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-009141,MPLAD-WRK-009141,2023-11-06,2023-12-06,241386.88,2.5,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-009142,MPLAD-WRK-009142,2024-02-09,2024-04-05,1717523.36,4.8,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-009143,MPLAD-WRK-009143,2023-07-18,2023-09-07,1486039.78,3.3,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-009144,MPLAD-WRK-009144,2022-08-16,2022-09-27,2750108.8,3.8,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009145,MPLAD-WRK-009145,2023-11-11,2023-12-18,1236582.72,3.7,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-009146,MPLAD-WRK-009146,2024-12-08,2024-12-24,3941142.93,4.2,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-009147,MPLAD-WRK-009147,2023-04-22,2023-05-08,2457776.41,3.1,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-009148,MPLAD-WRK-009148,2024-05-28,,688684.03,2.3,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-009149,MPLAD-WRK-009149,2024-01-31,2024-02-26,900145.08,4.3,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-009150,MPLAD-WRK-009150,2024-05-13,2024-07-07,2461409.19,3.1,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-009151,MPLAD-WRK-009151,2023-06-21,2023-08-07,2797852.32,2.2,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-009152,MPLAD-WRK-009152,2023-10-30,2023-12-21,3342629.06,3.6,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-009153,MPLAD-WRK-009153,2023-02-07,2023-03-24,2516283.22,2.5,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-009154,MPLAD-WRK-009154,2022-05-11,2022-06-16,1326556.46,2.1,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-009155,MPLAD-WRK-009155,2024-09-12,2024-11-09,1637638.74,2.1,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-009156,MPLAD-WRK-009156,2023-05-31,2023-07-17,551525.22,4.7,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-009157,MPLAD-WRK-009157,2023-11-03,2023-12-04,950284.16,3.9,2023,Superintending Engineer (Ernakulam Demo),True
