update_id,work_id,update_date,physical_progress_pct,stage_name,expenditure_to_date,reported_by_designation,remarks,geo_tagged_photo_ref,synthetic_demo_data
UPD-DEMO-0038253,MPLAD-WRK-009051,2023-01-19,17.8,Planning & Mobilization,312434.64,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 17.8%.,photos/synth_work_MPLAD-WRK-009051_stage_1.jpg,True
UPD-DEMO-0038254,MPLAD-WRK-009051,2023-02-23,36.6,Excavation & Foundation,624869.28,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 36.6%.,photos/synth_work_MPLAD-WRK-009051_stage_2.jpg,True
UPD-DEMO-0038255,MPLAD-WRK-009051,2023-04-02,56.8,Structural Construction,937303.92,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 56.8%.,photos/synth_work_MPLAD-WRK-009051_stage_3.jpg,True
UPD-DEMO-0038256,MPLAD-WRK-009051,2023-05-14,72.7,Finishing & Installations,1249738.56,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 72.7%.,photos/synth_work_MPLAD-WRK-009051_stage_4.jpg,True
UPD-DEMO-0038257,MPLAD-WRK-009051,2023-06-14,90.9,Testing & Commissioning,1562173.2,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 90.9%.,photos/synth_work_MPLAD-WRK-009051_stage_5.jpg,True
UPD-DEMO-0038258,MPLAD-WRK-009052,2023-12-16,10.0,Planning & Mobilization,119444.93,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 10.0%.,photos/synth_work_MPLAD-WRK-009052_stage_1.jpg,True
UPD-DEMO-0038259,MPLAD-WRK-009052,2024-01-28,21.7,Excavation & Foundation,238889.86,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 21.7%.,photos/synth_work_MPLAD-WRK-009052_stage_2.jpg,True
UPD-DEMO-0038260,MPLAD-WRK-009052,2024-02-23,29.9,Structural Construction,358334.8,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 29.9%.,photos/synth_work_MPLAD-WRK-009052_stage_3.jpg,True
UPD-DEMO-0038261,MPLAD-WRK-009052,2024-04-06,40.8,Finishing & Installations,477779.73,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 40.8%.,photos/synth_work_MPLAD-WRK-009052_stage_4.jpg,True
UPD-DEMO-0038262,MPLAD-WRK-009052,2024-05-05,54.6,Testing & Commissioning,597224.66,Junior Engineer (Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 54.6%.,photos/synth_work_MPLAD-WRK-009052_stage_5.jpg,True
UPD-DEMO-0038263,MPLAD-WRK-009053,2024-06-23,24.7,Planning & Mobilization,184485.51,Junior Engineer (Jaipur Rural Development Agency (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 24.7%.,photos/synth_work_MPLAD-WRK-009053_stage_1.jpg,True
UPD-DEMO-0038264,MPLAD-WRK-009053,2024-07-25,50.6,Excavation & Foundation,368971.01,Junior Engineer (Jaipur Rural Development Agency (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 50.6%.,photos/synth_work_MPLAD-WRK-009053_stage_2.jpg,True
UPD-DEMO-0038265,MPLAD-WRK-009053,2024-09-01,71.5,Structural Construction,553456.52,Junior Engineer (Jaipur Rural Development Agency (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 71.5%.,photos/synth_work_MPLAD-WRK-009053_stage_3.jpg,True
UPD-DEMO-0038266,MPLAD-WRK-009053,2024-09-29,100.0,Finishing & Installations,737942.02,Junior Engineer (Jaipur Rural Development Agency (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009053_stage_4.jpg,True
UPD-DEMO-0038267,MPLAD-WRK-009054,2022-10-21,0.0,Planning & Mobilization,193799.7,Junior Engineer (Kamrup Metropolitan State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0038268,MPLAD-WRK-009055,2022-12-17,16.5,Planning & Mobilization,308083.8,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 16.5%.,photos/synth_work_MPLAD-WRK-009055_stage_1.jpg,True
UPD-DEMO-0038269,MPLAD-WRK-009055,2023-01-21,33.3,Excavation & Foundation,616167.61,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 33.3%.,photos/synth_work_MPLAD-WRK-009055_stage_2.jpg,True
UPD-DEMO-0038270,MPLAD-WRK-009055,2023-03-01,50.0,Structural Construction,924251.41,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 50.0%.,photos/synth_work_MPLAD-WRK-009055_stage_3.jpg,True
UPD-DEMO-0038271,MPLAD-WRK-009055,2023-04-09,65.8,Finishing & Installations,1232335.21,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 65.8%.,photos/synth_work_MPLAD-WRK-009055_stage_4.jpg,True
UPD-DEMO-0038272,MPLAD-WRK-009055,2023-05-14,76.4,Testing & Commissioning,1540419.02,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 76.4%.,photos/synth_work_MPLAD-WRK-009055_stage_5.jpg,True
UPD-DEMO-0038273,MPLAD-WRK-009055,2023-06-17,100.0,Final Handover,1848502.82,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009055_stage_6.jpg,True
UPD-DEMO-0038274,MPLAD-WRK-009056,2022-10-13,17.0,Planning & Mobilization,230709.15,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 17.0%.,photos/synth_work_MPLAD-WRK-009056_stage_1.jpg,True
UPD-DEMO-0038275,MPLAD-WRK-009056,2022-11-19,32.2,Excavation & Foundation,461418.31,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 32.2%.,photos/synth_work_MPLAD-WRK-009056_stage_2.jpg,True
UPD-DEMO-0038276,MPLAD-WRK-009056,2022-12-15,52.2,Structural Construction,692127.46,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 52.2%.,photos/synth_work_MPLAD-WRK-009056_stage_3.jpg,True
UPD-DEMO-0038277,MPLAD-WRK-009056,2023-01-26,62.3,Finishing & Installations,922836.62,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 62.3%.,photos/synth_work_MPLAD-WRK-009056_stage_4.jpg,True
UPD-DEMO-0038278,MPLAD-WRK-009056,2023-02-22,85.7,Testing & Commissioning,1153545.77,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 85.7%.,photos/synth_work_MPLAD-WRK-009056_stage_5.jpg,True
UPD-DEMO-0038279,MPLAD-WRK-009056,2023-04-04,100.0,Final Handover,1384254.93,Junior Engineer (Indore Irrigation & Flood Management Dept (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009056_stage_6.jpg,True
UPD-DEMO-0038280,MPLAD-WRK-009057,2024-10-20,23.5,Planning & Mobilization,407024.62,Junior Engineer (Dharwad Municipal Engineering Cell (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 23.5%.,photos/synth_work_MPLAD-WRK-009057_stage_1.jpg,True
UPD-DEMO-0038281,MPLAD-WRK-009057,2024-11-24,47.1,Excavation & Foundation,814049.23,Junior Engineer (Dharwad Municipal Engineering Cell (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 47.1%.,photos/synth_work_MPLAD-WRK-009057_stage_2.jpg,True
UPD-DEMO-0038282,MPLAD-WRK-009057,2024-12-29,65.1,Structural Construction,1221073.85,Junior Engineer (Dharwad Municipal Engineering Cell (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 65.1%.,photos/synth_work_MPLAD-WRK-009057_stage_3.jpg,True
UPD-DEMO-0038283,MPLAD-WRK-009057,2025-02-02,90.4,Finishing & Installations,1628098.47,Junior Engineer (Dharwad Municipal Engineering Cell (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 90.4%.,photos/synth_work_MPLAD-WRK-009057_stage_4.jpg,True
UPD-DEMO-0038284,MPLAD-WRK-009058,2023-09-30,24.3,Planning & Mobilization,385695.7,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 24.3%.,photos/synth_work_MPLAD-WRK-009058_stage_1.jpg,True
UPD-DEMO-0038285,MPLAD-WRK-009058,2023-11-03,46.2,Excavation & Foundation,771391.39,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 46.2%.,photos/synth_work_MPLAD-WRK-009058_stage_2.jpg,True
UPD-DEMO-0038286,MPLAD-WRK-009058,2023-12-04,77.1,Structural Construction,1157087.08,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 77.1%.,photos/synth_work_MPLAD-WRK-009058_stage_3.jpg,True
UPD-DEMO-0038287,MPLAD-WRK-009058,2024-01-08,100.0,Finishing & Installations,1542782.78,Junior Engineer (Krishna Rural Development Agency (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009058_stage_4.jpg,True
UPD-DEMO-0038288,MPLAD-WRK-009059,2023-09-28,13.1,Planning & Mobilization,111002.87,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 13.1%.,photos/synth_work_MPLAD-WRK-009059_stage_1.jpg,True
UPD-DEMO-0038289,MPLAD-WRK-009059,2023-11-02,29.3,Excavation & Foundation,222005.75,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 29.3%.,photos/synth_work_MPLAD-WRK-009059_stage_2.jpg,True
UPD-DEMO-0038290,MPLAD-WRK-009059,2023-12-06,44.9,Structural Construction,333008.62,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 44.9%.,photos/synth_work_MPLAD-WRK-009059_stage_3.jpg,True
UPD-DEMO-0038291,MPLAD-WRK-009059,2024-01-08,53.9,Finishing & Installations,444011.49,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 53.9%.,photos/synth_work_MPLAD-WRK-009059_stage_4.jpg,True
UPD-DEMO-0038292,MPLAD-WRK-009059,2024-02-19,74.0,Testing & Commissioning,555014.36,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 74.0%.,photos/synth_work_MPLAD-WRK-009059_stage_5.jpg,True
UPD-DEMO-0038293,MPLAD-WRK-009059,2024-03-25,81.7,Final Handover,666017.24,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 81.7%.,photos/synth_work_MPLAD-WRK-009059_stage_6.jpg,True
UPD-DEMO-0038294,MPLAD-WRK-009059,2024-04-24,100.0,Final Handover,777020.11,Junior Engineer (Patna Rural Development Agency (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009059_stage_7.jpg,True
UPD-DEMO-0038295,MPLAD-WRK-009060,2024-01-05,4.8,Planning & Mobilization,80598.48,Junior Engineer (Prayagraj Rural Development Agency (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 4.8%.,photos/synth_work_MPLAD-WRK-009060_stage_1.jpg,True
UPD-DEMO-0038296,MPLAD-WRK-009060,2024-02-01,9.4,Excavation & Foundation,161196.96,Junior Engineer (Prayagraj Rural Development Agency (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 9.4%.,photos/synth_work_MPLAD-WRK-009060_stage_2.jpg,True
UPD-DEMO-0038297,MPLAD-WRK-009060,2024-03-15,14.0,Structural Construction,241795.45,Junior Engineer (Prayagraj Rural Development Agency (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 14.0%.,photos/synth_work_MPLAD-WRK-009060_stage_3.jpg,True
UPD-DEMO-0038298,MPLAD-WRK-009060,2024-04-20,18.3,Finishing & Installations,322393.93,Junior Engineer (Prayagraj Rural Development Agency (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 18.3%.,photos/synth_work_MPLAD-WRK-009060_stage_4.jpg,True
UPD-DEMO-0038299,MPLAD-WRK-009060,2024-05-18,23.5,Testing & Commissioning,402992.41,Junior Engineer (Prayagraj Rural Development Agency (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 23.5%.,photos/synth_work_MPLAD-WRK-009060_stage_5.jpg,True
UPD-DEMO-0038300,MPLAD-WRK-009061,2024-09-20,11.2,Planning & Mobilization,337397.07,Junior Engineer (Mysuru Rural Development Agency (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 11.2%.,photos/synth_work_MPLAD-WRK-009061_stage_1.jpg,True
UPD-DEMO-0038301,MPLAD-WRK-009061,2024-10-28,24.2,Excavation & Foundation,674794.13,Junior Engineer (Mysuru Rural Development Agency (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 24.2%.,photos/synth_work_MPLAD-WRK-009061_stage_2.jpg,True
UPD-DEMO-0038302,MPLAD-WRK-009061,2024-12-07,36.1,Structural Construction,1012191.2,Junior Engineer (Mysuru Rural Development Agency (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 36.1%.,photos/synth_work_MPLAD-WRK-009061_stage_3.jpg,True
UPD-DEMO-0038303,MPLAD-WRK-009061,2025-01-11,45.8,Finishing & Installations,1349588.26,Junior Engineer (Mysuru Rural Development Agency (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 45.8%.,photos/synth_work_MPLAD-WRK-009061_stage_4.jpg,True
UPD-DEMO-0038304,MPLAD-WRK-009061,2025-02-08,58.5,Testing & Commissioning,1686985.33,Junior Engineer (Mysuru Rural Development Agency (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 58.5%.,photos/synth_work_MPLAD-WRK-009061_stage_5.jpg,True
UPD-DEMO-0038305,MPLAD-WRK-009062,2023-03-20,19.3,Planning & Mobilization,576215.3,Junior Engineer (Ajmer Water Supply & Sanitation Board (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 19.3%.,photos/synth_work_MPLAD-WRK-009062_stage_1.jpg,True
UPD-DEMO-0038306,MPLAD-WRK-009062,2023-05-04,37.7,Excavation & Foundation,1152430.61,Junior Engineer (Ajmer Water Supply & Sanitation Board (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 37.7%.,photos/synth_work_MPLAD-WRK-009062_stage_2.jpg,True
UPD-DEMO-0038307,MPLAD-WRK-009062,2023-05-31,61.5,Structural Construction,1728645.91,Junior Engineer (Ajmer Water Supply & Sanitation Board (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 61.5%.,photos/synth_work_MPLAD-WRK-009062_stage_3.jpg,True
UPD-DEMO-0038308,MPLAD-WRK-009062,2023-07-04,81.2,Finishing & Installations,2304861.22,Junior Engineer (Ajmer Water Supply & Sanitation Board (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 81.2%.,photos/synth_work_MPLAD-WRK-009062_stage_4.jpg,True
UPD-DEMO-0038309,MPLAD-WRK-009062,2023-08-16,100.0,Testing & Commissioning,2881076.52,Junior Engineer (Ajmer Water Supply & Sanitation Board (Demo) Unit-1),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009062_stage_5.jpg,True
UPD-DEMO-0038310,MPLAD-WRK-009063,2023-11-26,9.1,Planning & Mobilization,71835.02,Junior Engineer (Thane Water Supply & Sanitation Board (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 9.1%.,photos/synth_work_MPLAD-WRK-009063_stage_1.jpg,True
UPD-DEMO-0038311,MPLAD-WRK-009063,2024-01-01,18.4,Excavation & Foundation,143670.04,Junior Engineer (Thane Water Supply & Sanitation Board (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 18.4%.,photos/synth_work_MPLAD-WRK-009063_stage_2.jpg,True
UPD-DEMO-0038312,MPLAD-WRK-009063,2024-02-05,26.4,Structural Construction,215505.05,Junior Engineer (Thane Water Supply & Sanitation Board (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 26.4%.,photos/synth_work_MPLAD-WRK-009063_stage_3.jpg,True
UPD-DEMO-0038313,MPLAD-WRK-009063,2024-03-12,38.9,Finishing & Installations,287340.07,Junior Engineer (Thane Water Supply & Sanitation Board (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 38.9%.,photos/synth_work_MPLAD-WRK-009063_stage_4.jpg,True
UPD-DEMO-0038314,MPLAD-WRK-009064,2023-10-16,0.0,Planning & Mobilization,0.0,Junior Engineer (Madurai Municipal Engineering Cell (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0038315,MPLAD-WRK-009065,2023-01-12,13.3,Planning & Mobilization,56157.05,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 13.3%.,photos/synth_work_MPLAD-WRK-009065_stage_1.jpg,True
UPD-DEMO-0038316,MPLAD-WRK-009065,2023-02-12,26.6,Excavation & Foundation,112314.11,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 26.6%.,photos/synth_work_MPLAD-WRK-009065_stage_2.jpg,True
UPD-DEMO-0038317,MPLAD-WRK-009065,2023-03-28,39.2,Structural Construction,168471.16,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 39.2%.,photos/synth_work_MPLAD-WRK-009065_stage_3.jpg,True
UPD-DEMO-0038318,MPLAD-WRK-009065,2023-04-29,57.5,Finishing & Installations,224628.21,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 57.5%.,photos/synth_work_MPLAD-WRK-009065_stage_4.jpg,True
UPD-DEMO-0038319,MPLAD-WRK-009065,2023-05-31,71.3,Testing & Commissioning,280785.26,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 71.3%.,photos/synth_work_MPLAD-WRK-009065_stage_5.jpg,True
UPD-DEMO-0038320,MPLAD-WRK-009065,2023-07-02,88.1,Final Handover,336942.32,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 88.1%.,photos/synth_work_MPLAD-WRK-009065_stage_6.jpg,True
UPD-DEMO-0038321,MPLAD-WRK-009065,2023-08-07,100.0,Final Handover,393099.37,Junior Engineer (Udaipur State Renewable Energy Development Corp (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009065_stage_7.jpg,True
UPD-DEMO-0038322,MPLAD-WRK-009066,2022-11-28,20.1,Planning & Mobilization,47252.75,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 20.1%.,photos/synth_work_MPLAD-WRK-009066_stage_1.jpg,True
UPD-DEMO-0038323,MPLAD-WRK-009066,2022-12-29,41.6,Excavation & Foundation,94505.51,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 41.6%.,photos/synth_work_MPLAD-WRK-009066_stage_2.jpg,True
UPD-DEMO-0038324,MPLAD-WRK-009066,2023-02-10,62.5,Structural Construction,141758.26,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 62.5%.,photos/synth_work_MPLAD-WRK-009066_stage_3.jpg,True
UPD-DEMO-0038325,MPLAD-WRK-009066,2023-03-19,72.2,Finishing & Installations,189011.02,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 72.2%.,photos/synth_work_MPLAD-WRK-009066_stage_4.jpg,True
UPD-DEMO-0038326,MPLAD-WRK-009066,2023-04-22,100.0,Testing & Commissioning,236263.77,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009066_stage_5.jpg,True
UPD-DEMO-0038327,MPLAD-WRK-009067,2024-09-02,2.8,Planning & Mobilization,24580.98,Junior Engineer (Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 2.8%.,photos/synth_work_MPLAD-WRK-009067_stage_1.jpg,True
UPD-DEMO-0038328,MPLAD-WRK-009067,2024-10-05,5.4,Excavation & Foundation,49161.96,Junior Engineer (Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 5.4%.,photos/synth_work_MPLAD-WRK-009067_stage_2.jpg,True
UPD-DEMO-0038329,MPLAD-WRK-009067,2024-11-11,8.7,Structural Construction,73742.94,Junior Engineer (Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 8.7%.,photos/synth_work_MPLAD-WRK-009067_stage_3.jpg,True
UPD-DEMO-0038330,MPLAD-WRK-009067,2024-12-10,11.5,Finishing & Installations,98323.92,Junior Engineer (Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 11.5%.,photos/synth_work_MPLAD-WRK-009067_stage_4.jpg,True
UPD-DEMO-0038331,MPLAD-WRK-009067,2025-01-16,15.1,Testing & Commissioning,122904.9,Junior Engineer (Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 15.1%.,photos/synth_work_MPLAD-WRK-009067_stage_5.jpg,True
UPD-DEMO-0038332,MPLAD-WRK-009068,2023-07-11,16.2,Planning & Mobilization,193144.68,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 16.2%.,photos/synth_work_MPLAD-WRK-009068_stage_1.jpg,True
UPD-DEMO-0038333,MPLAD-WRK-009068,2023-08-09,31.3,Excavation & Foundation,386289.35,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 31.3%.,photos/synth_work_MPLAD-WRK-009068_stage_2.jpg,True
UPD-DEMO-0038334,MPLAD-WRK-009068,2023-09-22,45.7,Structural Construction,579434.03,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 45.7%.,photos/synth_work_MPLAD-WRK-009068_stage_3.jpg,True
UPD-DEMO-0038335,MPLAD-WRK-009068,2023-10-28,64.8,Finishing & Installations,772578.7,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 64.8%.,photos/synth_work_MPLAD-WRK-009068_stage_4.jpg,True
UPD-DEMO-0038336,MPLAD-WRK-009068,2023-11-30,87.2,Testing & Commissioning,965723.38,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Testing & Commissioning' executed. Physical progress at 87.2%.,photos/synth_work_MPLAD-WRK-009068_stage_5.jpg,True
UPD-DEMO-0038337,MPLAD-WRK-009068,2024-01-04,100.0,Final Handover,1158868.05,Junior Engineer (Dibrugarh Irrigation & Flood Management Dept (Demo) Unit-1),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-009068_stage_6.jpg,True
UPD-DEMO-0038338,MPLAD-WRK-009069,2023-04-14,0.0,Planning & Mobilization,0.0,Junior Engineer (Dibrugarh Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0038339,MPLAD-WRK-009070,2024-05-25,14.0,Planning & Mobilization,132409.33,Junior Engineer (Thane Public Works Dept (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 14.0%.,photos/synth_work_MPLAD-WRK-009070_stage_1.jpg,True
UPD-DEMO-0038340,MPLAD-WRK-009070,2024-07-01,27.2,Excavation & Foundation,264818.66,Junior Engineer (Thane Public Works Dept (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 27.2%.,photos/synth_work_MPLAD-WRK-009070_stage_2.jpg,True
UPD-DEMO-0038341,MPLAD-WRK-009070,2024-08-07,43.5,Structural Construction,397228.0,Junior Engineer (Thane Public Works Dept (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 43.5%.,photos/synth_work_MPLAD-WRK-009070_stage_3.jpg,True
UPD-DEMO-0038342,MPLAD-WRK-009070,2024-09-04,56.0,Finishing & Installations,529637.33,Junior Engineer (Thane Public Works Dept (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 56.0%.,photos/synth_work_MPLAD-WRK-009070_stage_4.jpg,True
UPD-DEMO-0038343,MPLAD-WRK-009071,2024-01-17,12.8,Planning & Mobilization,94987.91,Junior Engineer (Rajkot State Sports Infrastructure Authority (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 12.8%.,photos/synth_work_MPLAD-WRK-009071_stage_1.jpg,True
UPD-DEMO-0038344,MPLAD-WRK-009071,2024-02-26,25.6,Excavation & Foundation,189975.82,Junior Engineer (Rajkot State Sports Infrastructure Authority (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 25.6%.,photos/synth_work_MPLAD-WRK-009071_stage_2.jpg,True
UPD-DEMO-0038345,MPLAD-WRK-009071,2024-03-27,40.7,Structural Construction,284963.74,Junior Engineer (Rajkot State Sports Infrastructure Authority (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 40.7%.,photos/synth_work_MPLAD-WRK-009071_stage_3.jpg,True
UPD-DEMO-0038346,MPLAD-WRK-009071,2024-05-08,57.2,Finishing & Installations,379951.65,Junior Engineer (Rajkot State Sports Infrastructure Authority (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 57.2%.,photos/synth_work_MPLAD-WRK-009071_stage_4.jpg,True
