inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-010438,MPLAD-WRK-008238,2023-10-26,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010438.jpg,True
INSP-DEMO-010439,MPLAD-WRK-008239,2023-08-19,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010439.jpg,True
INSP-DEMO-010440,MPLAD-WRK-008240,2024-04-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2024-05-17,inspections/insp_demo_010440.jpg,True
INSP-DEMO-010441,MPLAD-WRK-008241,2022-10-18,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010441.jpg,True
INSP-DEMO-010442,MPLAD-WRK-008242,2023-12-21,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010442.jpg,True
INSP-DEMO-010443,MPLAD-WRK-008244,2024-03-16,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010443.jpg,True
INSP-DEMO-010444,MPLAD-WRK-008244,2024-05-09,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010444.jpg,True
INSP-DEMO-010445,MPLAD-WRK-008245,2024-05-12,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010445.jpg,True
INSP-DEMO-010446,MPLAD-WRK-008245,2024-07-09,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010446.jpg,True
INSP-DEMO-010447,MPLAD-WRK-008245,2024-10-02,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010447.jpg,True
INSP-DEMO-010448,MPLAD-WRK-008246,2022-12-27,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010448.jpg,True
INSP-DEMO-010449,MPLAD-WRK-008247,2024-05-13,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010449.jpg,True
INSP-DEMO-010450,MPLAD-WRK-008248,2025-04-03,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010450.jpg,True
INSP-DEMO-010451,MPLAD-WRK-008249,2024-01-05,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010451.jpg,True
INSP-DEMO-010452,MPLAD-WRK-008251,2024-04-04,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010452.jpg,True
INSP-DEMO-010453,MPLAD-WRK-008253,2023-12-30,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010453.jpg,True
INSP-DEMO-010454,MPLAD-WRK-008254,2023-11-03,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010454.jpg,True
INSP-DEMO-010455,MPLAD-WRK-008255,2023-04-02,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010455.jpg,True
INSP-DEMO-010456,MPLAD-WRK-008255,2023-05-31,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010456.jpg,True
INSP-DEMO-010457,MPLAD-WRK-008255,2023-07-19,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010457.jpg,True
INSP-DEMO-010458,MPLAD-WRK-008257,2024-02-14,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010458.jpg,True
INSP-DEMO-010459,MPLAD-WRK-008257,2024-04-11,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010459.jpg,True
INSP-DEMO-010460,MPLAD-WRK-008257,2024-05-29,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010460.jpg,True
INSP-DEMO-010461,MPLAD-WRK-008258,2024-11-03,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010461.jpg,True
INSP-DEMO-010462,MPLAD-WRK-008259,2025-02-13,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010462.jpg,True
INSP-DEMO-010463,MPLAD-WRK-008260,2024-05-16,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010463.jpg,True
INSP-DEMO-010464,MPLAD-WRK-008261,2025-07-05,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010464.jpg,True
INSP-DEMO-010465,MPLAD-WRK-008261,2025-08-16,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010465.jpg,True
INSP-DEMO-010466,MPLAD-WRK-008262,2023-10-02,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010466.jpg,True
INSP-DEMO-010467,MPLAD-WRK-008262,2023-11-24,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010467.jpg,True
INSP-DEMO-010468,MPLAD-WRK-008264,2024-06-15,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010468.jpg,True
INSP-DEMO-010469,MPLAD-WRK-008264,2024-08-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010469.jpg,True
INSP-DEMO-010470,MPLAD-WRK-008265,2022-12-07,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010470.jpg,True
INSP-DEMO-010471,MPLAD-WRK-008265,2023-01-30,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010471.jpg,True
INSP-DEMO-010472,MPLAD-WRK-008265,2023-03-27,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010472.jpg,True
INSP-DEMO-010473,MPLAD-WRK-008266,2025-03-26,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010473.jpg,True
INSP-DEMO-010474,MPLAD-WRK-008266,2025-05-16,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010474.jpg,True
INSP-DEMO-010475,MPLAD-WRK-008266,2025-07-04,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010475.jpg,True
INSP-DEMO-010476,MPLAD-WRK-008267,2025-04-30,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010476.jpg,True
INSP-DEMO-010477,MPLAD-WRK-008268,2022-10-10,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010477.jpg,True
INSP-DEMO-010478,MPLAD-WRK-008268,2022-11-23,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010478.jpg,True
INSP-DEMO-010479,MPLAD-WRK-008269,2022-12-05,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010479.jpg,True
INSP-DEMO-010480,MPLAD-WRK-008270,2023-07-11,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010480.jpg,True
INSP-DEMO-010481,MPLAD-WRK-008273,2023-09-11,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010481.jpg,True
INSP-DEMO-010482,MPLAD-WRK-008274,2022-07-06,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010482.jpg,True
INSP-DEMO-010483,MPLAD-WRK-008275,2022-12-22,District Planning Officer (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-01-21,inspections/insp_demo_010483.jpg,True
INSP-DEMO-010484,MPLAD-WRK-008276,2024-04-05,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010484.jpg,True
INSP-DEMO-010485,MPLAD-WRK-008277,2024-06-19,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010485.jpg,True
INSP-DEMO-010486,MPLAD-WRK-008277,2024-07-29,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010486.jpg,True
INSP-DEMO-010487,MPLAD-WRK-008277,2024-10-15,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010487.jpg,True
INSP-DEMO-010488,MPLAD-WRK-008278,2024-09-03,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010488.jpg,True
INSP-DEMO-010489,MPLAD-WRK-008278,2024-11-07,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010489.jpg,True
INSP-DEMO-010490,MPLAD-WRK-008278,2025-01-16,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010490.jpg,True
INSP-DEMO-010491,MPLAD-WRK-008279,2024-07-09,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010491.jpg,True
INSP-DEMO-010492,MPLAD-WRK-008279,2024-09-11,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010492.jpg,True
INSP-DEMO-010493,MPLAD-WRK-008279,2024-10-29,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010493.jpg,True
INSP-DEMO-010494,MPLAD-WRK-008282,2022-11-01,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010494.jpg,True
INSP-DEMO-010495,MPLAD-WRK-008284,2023-04-16,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-05-16,inspections/insp_demo_010495.jpg,True
INSP-DEMO-010496,MPLAD-WRK-008285,2024-11-03,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010496.jpg,True
INSP-DEMO-010497,MPLAD-WRK-008286,2025-05-14,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010497.jpg,True
INSP-DEMO-010498,MPLAD-WRK-008287,2025-02-16,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010498.jpg,True
INSP-DEMO-010499,MPLAD-WRK-008289,2022-11-27,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010499.jpg,True
INSP-DEMO-010500,MPLAD-WRK-008289,2023-01-28,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010500.jpg,True
INSP-DEMO-010501,MPLAD-WRK-008289,2023-03-26,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010501.jpg,True
INSP-DEMO-010502,MPLAD-WRK-008290,2024-04-04,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010502.jpg,True
INSP-DEMO-010503,MPLAD-WRK-008293,2024-07-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010503.jpg,True
INSP-DEMO-010504,MPLAD-WRK-008294,2025-02-12,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010504.jpg,True
INSP-DEMO-010505,MPLAD-WRK-008294,2025-04-02,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010505.jpg,True
INSP-DEMO-010506,MPLAD-WRK-008294,2025-06-08,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010506.jpg,True
INSP-DEMO-010507,MPLAD-WRK-008295,2023-08-09,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010507.jpg,True
INSP-DEMO-010508,MPLAD-WRK-008296,2025-04-15,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010508.jpg,True
INSP-DEMO-010509,MPLAD-WRK-008297,2024-02-26,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010509.jpg,True
INSP-DEMO-010510,MPLAD-WRK-008298,2023-06-22,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010510.jpg,True
INSP-DEMO-010511,MPLAD-WRK-008298,2023-07-31,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010511.jpg,True
INSP-DEMO-010512,MPLAD-WRK-008299,2023-10-28,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010512.jpg,True
INSP-DEMO-010513,MPLAD-WRK-008301,2023-12-18,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010513.jpg,True
INSP-DEMO-010514,MPLAD-WRK-008302,2023-01-21,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010514.jpg,True
INSP-DEMO-010515,MPLAD-WRK-008303,2023-08-04,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010515.jpg,True
INSP-DEMO-010516,MPLAD-WRK-008303,2023-09-25,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010516.jpg,True
INSP-DEMO-010517,MPLAD-WRK-008303,2023-11-02,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010517.jpg,True
INSP-DEMO-010518,MPLAD-WRK-008304,2024-07-20,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010518.jpg,True
INSP-DEMO-010519,MPLAD-WRK-008304,2024-10-06,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010519.jpg,True
INSP-DEMO-010520,MPLAD-WRK-008304,2024-11-08,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010520.jpg,True
INSP-DEMO-010521,MPLAD-WRK-008306,2025-05-10,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010521.jpg,True
INSP-DEMO-010522,MPLAD-WRK-008307,2024-06-01,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010522.jpg,True
INSP-DEMO-010523,MPLAD-WRK-008307,2024-08-19,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010523.jpg,True
INSP-DEMO-010524,MPLAD-WRK-008307,2024-10-21,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010524.jpg,True
INSP-DEMO-010525,MPLAD-WRK-008308,2025-04-15,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010525.jpg,True
INSP-DEMO-010526,MPLAD-WRK-008309,2024-05-11,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010526.jpg,True
INSP-DEMO-010527,MPLAD-WRK-008310,2024-08-06,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010527.jpg,True
INSP-DEMO-010528,MPLAD-WRK-008311,2022-10-20,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010528.jpg,True
INSP-DEMO-010529,MPLAD-WRK-008312,2024-01-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010529.jpg,True
INSP-DEMO-010530,MPLAD-WRK-008314,2023-08-24,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010530.jpg,True
INSP-DEMO-010531,MPLAD-WRK-008315,2025-02-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010531.jpg,True
INSP-DEMO-010533,MPLAD-WRK-008318,2024-06-13,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010533.jpg,True
INSP-DEMO-010534,MPLAD-WRK-008319,2024-02-22,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010534.jpg,True
INSP-DEMO-010535,MPLAD-WRK-008320,2024-10-02,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010535.jpg,True
INSP-DEMO-010536,MPLAD-WRK-008320,2024-11-26,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010536.jpg,True
INSP-DEMO-010537,MPLAD-WRK-008320,2025-01-27,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010537.jpg,True
INSP-DEMO-010538,MPLAD-WRK-008321,2024-05-22,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010538.jpg,True
INSP-DEMO-010539,MPLAD-WRK-008322,2022-10-29,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010539.jpg,True
INSP-DEMO-010540,MPLAD-WRK-008323,2024-11-03,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010540.jpg,True
INSP-DEMO-010541,MPLAD-WRK-008323,2025-01-21,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010541.jpg,True
INSP-DEMO-010542,MPLAD-WRK-008324,2024-11-24,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010542.jpg,True
INSP-DEMO-010543,MPLAD-WRK-008325,2023-11-11,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010543.jpg,True
INSP-DEMO-010544,MPLAD-WRK-008326,2023-10-16,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010544.jpg,True
INSP-DEMO-010545,MPLAD-WRK-008326,2024-01-04,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010545.jpg,True
INSP-DEMO-010546,MPLAD-WRK-008326,2024-02-14,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010546.jpg,True
INSP-DEMO-010547,MPLAD-WRK-008327,2023-11-07,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010547.jpg,True
INSP-DEMO-010548,MPLAD-WRK-008327,2024-01-03,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010548.jpg,True
INSP-DEMO-010549,MPLAD-WRK-008329,2023-04-03,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010549.jpg,True
INSP-DEMO-010550,MPLAD-WRK-008329,2023-06-09,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010550.jpg,True
INSP-DEMO-010551,MPLAD-WRK-008330,2023-03-20,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010551.jpg,True
INSP-DEMO-010552,MPLAD-WRK-008330,2023-05-14,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010552.jpg,True
INSP-DEMO-010553,MPLAD-WRK-008332,2023-12-05,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010553.jpg,True
INSP-DEMO-010554,MPLAD-WRK-008333,2023-03-03,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010554.jpg,True
INSP-DEMO-010555,MPLAD-WRK-008334,2024-12-14,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010555.jpg,True
INSP-DEMO-010556,MPLAD-WRK-008335,2025-03-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010556.jpg,True
INSP-DEMO-010557,MPLAD-WRK-008335,2025-04-23,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010557.jpg,True
INSP-DEMO-010558,MPLAD-WRK-008336,2024-01-06,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010558.jpg,True
INSP-DEMO-010559,MPLAD-WRK-008336,2024-03-12,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_010559.jpg,True
INSP-DEMO-010560,MPLAD-WRK-008337,2022-07-20,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_010560.jpg,True
INSP-DEMO-010561,MPLAD-WRK-008338,2023-03-04,Executive Engineer - PWD (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2023-04-03,inspections/insp_demo_010561.jpg,True
INSP-DEMO-010562,MPLAD-WRK-008339,2022-08-15,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_010562.jpg,True
