asset_id,work_id,asset_name,category,location_description,latitude,longitude,handover_date,custodian_department,maintenance_status,synthetic_demo_data
AST-DEMO-003847,MPLAD-WRK-008589,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Ernakulam, Kerala",10.023943,76.29864,2023-04-22,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003848,MPLAD-WRK-008591,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Mysuru, Karnataka",12.368926,76.673003,2026-02-18,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003849,MPLAD-WRK-008596,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Dharwad, Karnataka",15.401992,75.071681,2025-08-11,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003850,MPLAD-WRK-008598,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Chennai, Tamil Nadu",13.107223,80.221032,2024-08-18,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003851,MPLAD-WRK-008602,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Gaya, Bihar",24.795849,84.948887,2023-02-19,Gaya Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003852,MPLAD-WRK-008603,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Visakhapatnam, Andhra Pradesh",17.631489,83.228526,2024-04-12,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003853,MPLAD-WRK-008606,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Ahmedabad, Gujarat",23.073453,72.625702,2023-03-27,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003854,MPLAD-WRK-008608,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","North 24 Parganas, West Bengal",22.722059,88.539912,2025-06-09,North 24 Parganas Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003855,MPLAD-WRK-008609,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Ahmedabad, Gujarat",23.003243,72.580554,2024-10-16,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003856,MPLAD-WRK-008610,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Visakhapatnam, Andhra Pradesh",17.624061,83.224083,2024-01-26,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003857,MPLAD-WRK-008612,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Belagavi, Karnataka",15.78606,74.523401,2023-03-06,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003858,MPLAD-WRK-008614,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Belagavi, Karnataka",15.810097,74.568979,2024-06-08,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003859,MPLAD-WRK-008615,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Khordha, Odisha",20.248156,85.794564,2024-02-01,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003860,MPLAD-WRK-008619,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Rajkot, Gujarat",22.301515,70.731306,2025-03-15,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003861,MPLAD-WRK-008623,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Warangal, Telangana",17.983796,79.533353,2025-04-06,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003862,MPLAD-WRK-008624,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Varanasi, Uttar Pradesh",25.30693,82.901408,2024-06-07,Varanasi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003863,MPLAD-WRK-008628,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Ernakulam, Kerala",10.028051,76.31477,2024-01-14,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003864,MPLAD-WRK-008629,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Bengaluru Urban, Karnataka",12.903544,77.668713,2023-01-03,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003865,MPLAD-WRK-008631,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Bengaluru Urban, Karnataka",12.98883,77.592928,2025-08-28,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003866,MPLAD-WRK-008632,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Rajkot, Gujarat",22.322135,70.754984,2025-05-26,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003867,MPLAD-WRK-008636,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Madurai, Tamil Nadu",9.919891,78.185239,2025-10-09,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003868,MPLAD-WRK-008637,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Ahmedabad, Gujarat",23.053507,72.555373,2024-05-20,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003869,MPLAD-WRK-008638,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Madurai, Tamil Nadu",9.985285,78.155335,2024-10-04,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003870,MPLAD-WRK-008646,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Dharwad, Karnataka",15.490902,74.947632,2024-02-01,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003871,MPLAD-WRK-008647,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Darjeeling, West Bengal",27.013011,88.252236,2024-11-23,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003872,MPLAD-WRK-008649,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Ludhiana, Punjab",30.831681,75.865828,2022-12-09,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003873,MPLAD-WRK-008650,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Khordha, Odisha",20.264719,85.820406,2024-10-05,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003874,MPLAD-WRK-008651,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Salem, Tamil Nadu",11.694633,78.177845,2023-09-24,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003875,MPLAD-WRK-008655,Renewable & Solar Energy Asset - Installation of High-Mast Solar Street L,Renewable & Solar Energy,"Kolkata, West Bengal",22.621602,88.309046,2025-04-24,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003876,MPLAD-WRK-008656,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Udaipur, Rajasthan",24.60351,73.74847,2024-11-25,Udaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003877,MPLAD-WRK-008658,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Kamrup Metropolitan, Assam",26.146604,91.670909,2023-05-15,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003878,MPLAD-WRK-008659,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Patna, Bihar",25.64213,85.202475,2023-03-09,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003879,MPLAD-WRK-008663,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Dakshina Kannada, Karnataka",12.853995,74.884782,2022-09-19,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003880,MPLAD-WRK-008664,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Vadodara, Gujarat",22.321904,73.171739,2024-04-22,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003881,MPLAD-WRK-008665,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Coimbatore, Tamil Nadu",11.077112,76.889087,2025-10-29,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003882,MPLAD-WRK-008670,Renewable & Solar Energy Asset - Installation of High-Mast Solar Street L,Renewable & Solar Energy,"Nashik, Maharashtra",19.939581,73.788628,2022-12-11,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003883,MPLAD-WRK-008671,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Jodhpur, Rajasthan",26.257328,72.966857,2024-07-11,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003884,MPLAD-WRK-008672,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Warangal, Telangana",17.934324,79.580588,2024-04-22,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003885,MPLAD-WRK-008674,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Amritsar, Punjab",31.584533,74.833161,2025-06-02,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003886,MPLAD-WRK-008676,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Ernakulam, Kerala",9.977136,76.263331,2024-09-23,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003887,MPLAD-WRK-008678,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Gaya, Bihar",24.734594,85.060277,2024-06-30,Gaya Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003888,MPLAD-WRK-008681,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Madurai, Tamil Nadu",9.998456,78.086232,2025-01-11,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003889,MPLAD-WRK-008682,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Kamrup Metropolitan, Assam",26.2091,91.669716,2023-09-10,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003890,MPLAD-WRK-008683,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Kolkata, West Bengal",22.515296,88.301943,2025-06-05,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003891,MPLAD-WRK-008690,Renewable & Solar Energy Asset - Setting up of Rooftop Solar Power Plant ,Renewable & Solar Energy,"Jaipur, Rajasthan",26.888027,75.767416,2024-07-07,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003892,MPLAD-WRK-008695,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Vadodara, Gujarat",22.328653,73.239478,2025-08-30,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003893,MPLAD-WRK-008697,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Thane, Maharashtra",19.244999,72.947217,2023-05-03,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003894,MPLAD-WRK-008698,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Cuttack, Odisha",20.394263,85.923171,2024-08-22,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003895,MPLAD-WRK-008699,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Varanasi, Uttar Pradesh",25.37697,83.020093,2023-03-30,Varanasi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003896,MPLAD-WRK-008703,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Mysuru, Karnataka",12.335983,76.648311,2023-07-11,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003897,MPLAD-WRK-008704,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Dakshina Kannada, Karnataka",12.887606,74.871534,2023-11-23,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003898,MPLAD-WRK-008705,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Coimbatore, Tamil Nadu",11.074743,76.917694,2025-02-18,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003899,MPLAD-WRK-008708,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Patna, Bihar",25.589473,85.198303,2024-11-03,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003900,MPLAD-WRK-008711,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Muzaffarpur, Bihar",26.093084,85.348597,2025-03-17,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003901,MPLAD-WRK-008714,"Education Infrastructure Asset - Construction of Boundary Wall, Gates and",Education Infrastructure,"Belagavi, Karnataka",15.820258,74.507126,2024-04-17,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003902,MPLAD-WRK-008717,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Bengaluru Urban, Karnataka",12.93055,77.5929,2025-02-25,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003903,MPLAD-WRK-008718,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Kanpur Nagar, Uttar Pradesh",26.461436,80.374403,2023-04-26,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003904,MPLAD-WRK-008720,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Rajkot, Gujarat",22.293291,70.732572,2025-09-15,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003905,MPLAD-WRK-008721,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Ludhiana, Punjab",30.970718,75.895701,2023-08-29,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003906,MPLAD-WRK-008722,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Dharwad, Karnataka",15.435417,74.96179,2025-10-15,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003907,MPLAD-WRK-008724,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Amritsar, Punjab",31.666763,74.878894,2023-05-17,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003908,MPLAD-WRK-008726,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Salem, Tamil Nadu",11.71886,78.102132,2024-08-05,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003909,MPLAD-WRK-008733,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Rajkot, Gujarat",22.304549,70.833044,2024-04-30,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003910,MPLAD-WRK-008736,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Ahmedabad, Gujarat",22.983855,72.609335,2024-06-11,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003911,MPLAD-WRK-008738,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Visakhapatnam, Andhra Pradesh",17.71117,83.221267,2023-05-09,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003912,MPLAD-WRK-008741,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Thane, Maharashtra",19.20294,72.944203,2025-03-10,Thane Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003913,MPLAD-WRK-008742,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Aurangabad, Maharashtra",19.809835,75.363912,2023-11-18,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003914,MPLAD-WRK-008743,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Madurai, Tamil Nadu",9.992854,78.168903,2024-03-20,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003915,MPLAD-WRK-008746,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Ludhiana, Punjab",30.961099,75.783802,2025-10-06,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003916,MPLAD-WRK-008749,Health & Sanitation Asset - Provision of Advanced Mobile Medical Dia,Health & Sanitation,"Bhopal, Madhya Pradesh",23.2162,77.481924,2024-10-24,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003917,MPLAD-WRK-008750,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Pune, Maharashtra",18.576324,73.868447,2024-04-22,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003918,MPLAD-WRK-008751,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Lucknow, Uttar Pradesh",26.891749,80.922385,2025-04-06,Lucknow Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003919,MPLAD-WRK-008752,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Amritsar, Punjab",31.598374,74.909377,2023-09-14,Amritsar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003920,MPLAD-WRK-008754,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Lucknow, Uttar Pradesh",26.888382,80.991734,2024-12-23,Lucknow Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003921,MPLAD-WRK-008758,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Nagpur, Maharashtra",21.12715,79.102805,2024-07-07,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003922,MPLAD-WRK-008759,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Varanasi, Uttar Pradesh",25.302548,82.98571,2025-07-21,Varanasi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003923,MPLAD-WRK-008762,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Surat, Gujarat",21.130716,72.764723,2023-05-14,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003924,MPLAD-WRK-008764,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Coimbatore, Tamil Nadu",11.063639,76.907709,2023-05-04,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003925,MPLAD-WRK-008765,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Madurai, Tamil Nadu",9.855932,78.134206,2025-02-27,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003926,MPLAD-WRK-008766,Irrigation & Flood Control Asset - Rehabilitation of Traditional Irrigation,Irrigation & Flood Control,"Agra, Uttar Pradesh",27.176458,78.079275,2024-07-22,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003927,MPLAD-WRK-008767,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Ahmedabad, Gujarat",23.066397,72.61063,2025-11-27,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003928,MPLAD-WRK-008768,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Mysuru, Karnataka",12.289432,76.602419,2023-12-11,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003929,MPLAD-WRK-008770,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Dibrugarh, Assam",27.441099,94.947004,2023-11-20,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003930,MPLAD-WRK-008773,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Belagavi, Karnataka",15.893998,74.563875,2023-09-13,Belagavi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003931,MPLAD-WRK-008776,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Vadodara, Gujarat",22.369165,73.188074,2023-04-20,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003932,MPLAD-WRK-008779,Renewable & Solar Energy Asset - Setting up of Rooftop Solar Power Plant ,Renewable & Solar Energy,"Ernakulam, Kerala",10.033594,76.283141,2023-08-09,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003933,MPLAD-WRK-008780,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Kanpur Nagar, Uttar Pradesh",26.506184,80.336549,2025-10-12,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003934,MPLAD-WRK-008785,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Darjeeling, West Bengal",27.104586,88.287784,2024-11-25,Darjeeling Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003935,MPLAD-WRK-008786,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Dakshina Kannada, Karnataka",12.932408,74.782918,2025-02-02,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003936,MPLAD-WRK-008788,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Nagpur, Maharashtra",21.083861,79.068501,2025-02-23,Nagpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003937,MPLAD-WRK-008789,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Purba Medinipur, West Bengal",21.888318,87.852824,2025-10-01,Purba Medinipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003938,MPLAD-WRK-008790,Drinking Water Asset - Installation of Community Water Purifica,Drinking Water,"Coimbatore, Tamil Nadu",10.978088,76.903028,2024-01-12,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003939,MPLAD-WRK-008792,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Prayagraj, Uttar Pradesh",25.372815,81.851702,2024-08-29,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003940,MPLAD-WRK-008794,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Rajkot, Gujarat",22.328668,70.777193,2023-06-09,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003941,MPLAD-WRK-008801,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Patna, Bihar",25.637338,85.068174,2024-11-01,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003942,MPLAD-WRK-008808,Renewable & Solar Energy Asset - Setting up of Rooftop Solar Power Plant ,Renewable & Solar Energy,"Dakshina Kannada, Karnataka",12.926777,74.912686,2023-01-16,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003943,MPLAD-WRK-008810,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Coimbatore, Tamil Nadu",10.941869,76.985183,2026-02-20,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003944,MPLAD-WRK-008813,Drinking Water Asset - Installation of Community Water Purifica,Drinking Water,"Pune, Maharashtra",18.523209,73.908337,2024-07-10,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003945,MPLAD-WRK-008816,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Jodhpur, Rajasthan",26.229567,73.085982,2024-01-12,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003946,MPLAD-WRK-008817,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Ahmedabad, Gujarat",23.046422,72.629197,2023-12-27,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003947,MPLAD-WRK-008818,Sports & Youth Development Asset - Construction of Indoor Gymnasium and Phy,Sports & Youth Development,"Rajkot, Gujarat",22.310681,70.737599,2023-09-13,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003948,MPLAD-WRK-008819,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Ernakulam, Kerala",9.965652,76.32106,2025-07-01,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003949,MPLAD-WRK-008820,Renewable & Solar Energy Asset - Setting up of 25 kW Decentralized Solar ,Renewable & Solar Energy,"Jaipur, Rajasthan",26.899948,75.751571,2024-03-06,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003950,MPLAD-WRK-008821,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Hyderabad, Telangana",17.448352,78.518721,2025-12-15,Hyderabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003951,MPLAD-WRK-008822,Drinking Water Asset - Provision of Deep Borewell with Solar Su,Drinking Water,"Madurai, Tamil Nadu",9.959587,78.17839,2025-07-26,Madurai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003952,MPLAD-WRK-008825,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Jaipur, Rajasthan",26.930145,75.798985,2025-07-23,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003953,MPLAD-WRK-008829,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Patna, Bihar",25.592293,85.174137,2024-02-01,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003954,MPLAD-WRK-008830,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Krishna, Andhra Pradesh",16.213019,81.119837,2025-01-08,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-003955,MPLAD-WRK-008831,Renewable & Solar Energy Asset - Setting up of Rooftop Solar Power Plant ,Renewable & Solar Energy,"Patna, Bihar",25.556796,85.120093,2024-04-05,Patna Local Panchayat / Municipal Body (Demo),Operational,True
