work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-008537,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Nagpur Rural Sector-3,Education Infrastructure,AGY-SYNTH-0118,Nagpur Public Works Dept (Demo) Unit-3,Sanctioned,3100630.07,3004547.6,0.0,0.0,0.0,2024-01-21,2024-02-14,2024-03-03,2024-03-26,2025-01-15,,21.095638,79.147118,False,,,,True
MPLAD-WRK-008538,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Khed Sector-1,Health & Sanitation,AGY-SYNTH-0030,Pune Rural Development Agency (Demo) Unit-5,In Progress,1005409.12,977745.5,340565.55,328682.97,37.3,2023-01-31,2023-03-15,2023-04-04,2023-04-14,2023-11-13,,18.581329,73.891734,False,,,,True
MPLAD-WRK-008539,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Matigara Sector-1,"Roads, Pathways & Bridges",AGY-SYNTH-0049,Darjeeling Water Supply & Sanitation Board (Demo) Unit-4,Sanctioned,6173806.93,5942458.7,0.0,0.0,0.0,2024-12-02,2025-01-12,2025-02-11,2025-03-04,2026-01-14,,27.043425,88.268113,False,,,,True
MPLAD-WRK-008540,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Ajnala Sector-5,Sports & Youth Development,AGY-SYNTH-0258,Amritsar Municipal Engineering Cell (Demo) Unit-3,In Progress,841489.12,803955.96,215550.27,191203.63,19.7,2022-08-01,2022-09-27,2022-10-13,2022-11-01,2023-04-06,,31.686334,74.825258,False,,,,True
MPLAD-WRK-008541,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Paithan Sector-13,Renewable & Solar Energy,AGY-SYNTH-0053,Aurangabad Rural Development Agency (Demo) Unit-3,In Progress,1040327.12,991237.91,373763.08,345672.57,34.6,2024-02-19,2024-04-19,2024-05-26,2024-06-24,2024-12-10,,19.857014,75.397359,False,,,,True
MPLAD-WRK-008542,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Thamarassery Sector-9,Education Infrastructure,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,In Progress,769660.6,763283.22,238977.37,207219.28,29.0,2023-03-27,2023-05-20,2023-06-29,2023-07-14,2024-04-06,,11.212875,75.718708,False,,,,True
MPLAD-WRK-008543,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Construction of High-Level RCC Box Culvert and Causeway across Stream near Gaya Town Sector-6,"Roads, Pathways & Bridges",AGY-SYNTH-0128,Gaya Zilla Parishad Engineering Division (Demo) Unit-3,Completed,2841479.48,2859790.01,2859790.01,2806867.98,100.0,2022-11-23,2022-12-25,2023-01-13,2023-02-07,2023-12-08,2023-12-05,24.787082,84.974255,False,,,,True
MPLAD-WRK-008544,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Yelahanka Sector-7,Education Infrastructure,AGY-SYNTH-0092,Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2,Completed,2070288.19,1977123.36,1977123.36,1928565.76,100.0,2024-05-04,2024-06-14,2024-07-09,2024-08-01,2025-02-24,2025-03-11,13.026155,77.606233,False,,,,True
MPLAD-WRK-008545,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Construction of Concrete Cement (CC) Road and RCC Drainage from Phulera Sector-2 to Jaipur Urban Village-21,"Roads, Pathways & Bridges",AGY-SYNTH-0166,Jaipur Municipal Engineering Cell (Demo) Unit-1,Sanctioned,4621550.92,4424402.96,0.0,0.0,0.0,2023-02-24,2023-04-06,2023-05-03,2023-06-02,2024-04-07,,26.944327,75.801473,False,,,,True
MPLAD-WRK-008546,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Pushkar Sector-15,Renewable & Solar Energy,AGY-SYNTH-0061,Ajmer Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,1317284.04,1261922.34,1161038.61,1058040.32,84.5,2023-04-03,2023-05-11,2023-06-25,2023-07-09,2023-12-04,,26.496114,74.711474,False,,,,True
MPLAD-WRK-008547,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Wazirganj Sector-12,Education Infrastructure,AGY-SYNTH-0242,Gaya Rural Development Agency (Demo) Unit-2,Completed,2054113.73,2087215.67,2087215.67,2087076.69,100.0,2022-11-27,2023-01-19,2023-02-11,2023-03-01,2023-09-24,2023-09-29,24.763144,85.050554,False,,,,True
MPLAD-WRK-008548,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Construction of Concrete Cement (CC) Road and RCC Drainage from Matigara Sector-13 to Darjeeling Sadar Village-10,"Roads, Pathways & Bridges",AGY-SYNTH-0159,Darjeeling Rural Development Agency (Demo) Unit-4,Completed,1335415.19,1339467.43,1339467.43,1335776.81,100.0,2023-08-08,2023-08-26,2023-09-17,2023-10-05,2024-09-28,2024-11-09,26.991775,88.246417,False,,,,True
MPLAD-WRK-008549,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Wazirganj Sector-6,Drinking Water,AGY-SYNTH-0082,Gaya Zilla Parishad Engineering Division (Demo) Unit-2,In Progress,261235.93,258379.95,131459.52,114360.51,46.2,2024-06-20,2024-08-15,2024-09-23,2024-10-11,2025-01-23,,24.817958,84.96148,False,,,,True
MPLAD-WRK-008550,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Vadakara Sector-4,Sports & Youth Development,AGY-SYNTH-0012,Kozhikode Zilla Parishad Engineering Division (Demo) Unit-2,Work Order Issued,1183578.55,1150267.23,0.0,0.0,0.0,2024-11-02,2024-12-28,2025-01-08,2025-02-04,2025-09-03,,11.316754,75.717362,False,,,,True
MPLAD-WRK-008551,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Govindpura Sector-9,Education Infrastructure,AGY-SYNTH-0120,Bhopal Water Supply & Sanitation Board (Demo) Unit-5,Completed,2320046.65,2287063.58,2287063.58,2237057.54,100.0,2022-08-24,2022-09-18,2022-10-02,2022-10-14,2023-07-26,2023-08-07,23.301329,77.379407,False,,,,True
MPLAD-WRK-008552,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Varanasi North Sector-9,Community Infrastructure & Halls,AGY-SYNTH-0085,Varanasi Municipal Engineering Cell (Demo) Unit-5,Sanctioned,1422367.18,1428852.4,0.0,0.0,0.0,2024-08-10,2024-09-16,2024-10-13,2024-11-12,2025-07-09,,25.319876,82.909087,False,,,,True
MPLAD-WRK-008553,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Sanwer Sector-1,Sports & Youth Development,AGY-SYNTH-0163,Indore Zilla Parishad Engineering Division (Demo) Unit-3,In Progress,975418.33,990410.36,766513.1,696877.71,69.1,2022-06-19,2022-08-11,2022-08-22,2022-09-04,2023-04-20,,22.666045,75.929632,False,,,,True
MPLAD-WRK-008554,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Choryasi Sector-3,Renewable & Solar Energy,AGY-SYNTH-0213,Surat Public Works Dept (Demo) Unit-3,Completed,321256.75,325386.87,325386.87,319661.46,100.0,2024-10-22,2024-11-13,2024-12-22,2025-01-20,2025-06-20,2025-07-16,21.151576,72.775536,False,,,,True
MPLAD-WRK-008555,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Kota North Sector-11,Community Infrastructure & Halls,AGY-SYNTH-0016,Kota Municipal Engineering Cell (Demo) Unit-1,In Progress,1190289.59,1187481.39,997692.94,943762.27,83.8,2022-10-16,2022-11-20,2023-01-03,2023-01-15,2023-10-30,,25.241786,75.88305,False,,,,True
MPLAD-WRK-008556,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Khed Sector-1,Drinking Water,AGY-SYNTH-0058,Pune Rural Development Agency (Demo) Unit-3,In Progress,385649.04,382361.82,265390.67,255160.55,61.7,2024-10-10,2024-11-12,2024-12-12,2024-12-26,2025-04-21,,18.554443,73.92035,False,,,,True
MPLAD-WRK-008557,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Sonapur Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0209,Kamrup Metropolitan State Sports Infrastructure Authority (Demo) Unit-4,Completed,3596098.56,3416730.37,3416730.37,3406067.78,100.0,2022-11-20,2023-01-14,2023-02-24,2023-03-23,2024-01-21,2024-02-06,26.134498,91.663108,False,,,,True
MPLAD-WRK-008558,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,MP-LOK-DEMO-016,Lok Sabha (Demo),Construction of High-Level RCC Box Culvert and Causeway across Stream near Malihabad Sector-10,"Roads, Pathways & Bridges",AGY-SYNTH-0090,Lucknow Rural Development Agency (Demo) Unit-5,Sanctioned,1427813.29,1371201.13,0.0,0.0,0.0,2024-05-29,2024-06-28,2024-07-08,2024-08-03,2025-06-14,,26.911601,81.001125,False,,,,True
MPLAD-WRK-008559,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Bara Sector-4,Education Infrastructure,AGY-SYNTH-0200,Prayagraj Irrigation & Flood Management Dept (Demo) Unit-5,Completed,1997733.94,1953810.53,1953810.53,1945785.82,100.0,2023-09-06,2023-11-02,2023-11-30,2023-12-20,2024-09-26,2024-10-10,25.381687,81.911018,False,,,,True
MPLAD-WRK-008560,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Athani Sector-4 to Ramdurg Village-24,Renewable & Solar Energy,AGY-SYNTH-0114,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Completed,393372.78,387728.49,387728.49,383439.77,100.0,2022-05-17,2022-06-09,2022-06-22,2022-07-15,2023-01-07,2023-01-15,15.901378,74.500707,False,,,,True
MPLAD-WRK-008561,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Darjeeling Sadar Sector-11,Renewable & Solar Energy,AGY-SYNTH-0049,Darjeeling Water Supply & Sanitation Board (Demo) Unit-4,In Progress,1133611.71,1083510.11,978085.63,848395.01,89.6,2024-07-07,2024-08-09,2024-09-07,2024-10-02,2024-12-30,,26.999395,88.202681,False,,,,True
MPLAD-WRK-008562,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Basirhat Sector-15,Education Infrastructure,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,Recommended,1288161.72,0.0,0.0,0.0,0.0,2023-12-24,,,,,,22.708506,88.448358,False,,,,True
MPLAD-WRK-008563,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Ramtek Sector-5,Education Infrastructure,AGY-SYNTH-0118,Nagpur Public Works Dept (Demo) Unit-3,Completed,1864638.77,1818094.24,1818094.24,1804447.51,100.0,2023-11-10,2023-12-24,2024-01-17,2024-02-15,2024-09-12,2024-09-01,21.100091,79.120815,False,,,,True
MPLAD-WRK-008564,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Parliamentary Constituency,MP-LOK-DEMO-009,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Tiruchirappalli West Sector-6 to Tiruchirappalli East Village-13,Renewable & Solar Energy,AGY-SYNTH-0026,Tiruchirappalli State Sports Infrastructure Authority (Demo) Unit-1,Work Order Issued,1014386.37,1010248.61,0.0,0.0,0.0,2022-06-03,2022-06-22,2022-07-26,2022-08-14,2022-10-17,,10.756121,78.664491,False,,,,True
MPLAD-WRK-008565,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Sewapuri Sector-3,Drinking Water,AGY-SYNTH-0033,Varanasi Municipal Engineering Cell (Demo) Unit-3,Sanctioned,1053408.26,1016667.93,0.0,0.0,0.0,2024-09-25,2024-10-17,2024-11-26,2024-12-06,2025-03-24,,25.359082,82.961741,False,,,,True
MPLAD-WRK-008566,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Choryasi Sector-14,Renewable & Solar Energy,AGY-SYNTH-0006,Surat Water Supply & Sanitation Board (Demo) Unit-1,Completed,461853.45,442031.9,442031.9,439066.17,100.0,2022-11-02,2022-12-31,2023-01-20,2023-02-05,2023-04-07,2023-04-10,21.102935,72.850343,False,,,,True
MPLAD-WRK-008567,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Muvattupuzha Sector-14 to Paravur Village-14",Irrigation & Flood Control,AGY-SYNTH-0011,Ernakulam Rural Development Agency (Demo) Unit-1,Completed,2370028.83,2320343.83,2320343.83,2275629.92,100.0,2024-01-09,2024-02-09,2024-03-07,2024-03-25,2025-02-01,2025-03-19,9.953177,76.286013,False,,,,True
MPLAD-WRK-008568,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,MP-LOK-DEMO-023,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Salumber Sector-6,Irrigation & Flood Control,AGY-SYNTH-0253,Udaipur Zilla Parishad Engineering Division (Demo) Unit-3,In Progress,1057657.83,1051076.64,360648.08,352795.27,30.6,2022-07-31,2022-09-27,2022-11-10,2022-12-09,2023-10-24,,24.510797,73.685827,False,,,,True
MPLAD-WRK-008569,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Thamarassery Sector-7,Drinking Water,AGY-SYNTH-0112,Kozhikode Public Works Dept (Demo) Unit-2,In Progress,791033.18,775532.85,190240.02,163509.28,18.0,2023-08-15,2023-08-31,2023-09-14,2023-10-08,2024-03-24,,11.33152,75.720951,False,,,,True
MPLAD-WRK-008570,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Jaipur Urban Sector-5,"Roads, Pathways & Bridges",AGY-SYNTH-0211,Jaipur Rural Development Agency (Demo) Unit-1,In Progress,2880765.21,2740373.74,1774860.91,1554233.2,61.4,2024-02-03,2024-03-08,2024-04-21,2024-05-03,2025-04-24,,26.892268,75.830163,False,,,,True
MPLAD-WRK-008571,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Umred Sector-4,Drinking Water,AGY-SYNTH-0118,Nagpur Public Works Dept (Demo) Unit-3,In Progress,698643.51,681318.31,372738.53,343132.03,48.5,2023-12-12,2024-01-29,2024-03-11,2024-04-02,2024-09-12,,21.092668,79.103692,False,,,,True
MPLAD-WRK-008572,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Athagarh Sector-4,Irrigation & Flood Control,AGY-SYNTH-0162,Cuttack State Sports Infrastructure Authority (Demo) Unit-2,In Progress,1200219.34,1216300.14,593178.98,580185.18,39.1,2022-05-25,2022-06-28,2022-08-05,2022-09-03,2023-04-18,,20.445012,85.895338,False,,,,True
MPLAD-WRK-008573,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Indore City Sector-6,Drinking Water,AGY-SYNTH-0025,Indore Irrigation & Flood Management Dept (Demo) Unit-5,Completed,242008.57,244866.95,244866.95,242879.19,100.0,2022-05-23,2022-07-17,2022-08-15,2022-08-26,2022-12-27,2023-01-15,22.679626,75.931585,False,,,,True
MPLAD-WRK-008574,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Kozhikode City Sector-13 to Koyilandy Village-19,Renewable & Solar Energy,AGY-SYNTH-0012,Kozhikode Zilla Parishad Engineering Division (Demo) Unit-2,In Progress,562113.09,568309.25,242943.17,233123.93,47.2,2023-03-26,2023-05-21,2023-06-06,2023-06-21,2023-08-26,,11.252861,75.832647,False,,,,True
MPLAD-WRK-008575,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Wazirganj Sector-15,Health & Sanitation,AGY-SYNTH-0242,Gaya Rural Development Agency (Demo) Unit-2,In Progress,1193617.34,1174848.43,1009392.83,862645.41,81.5,2024-01-08,2024-01-29,2024-02-24,2024-03-25,2024-09-19,,24.780314,85.043599,False,,,,True
MPLAD-WRK-008576,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Salepur Sector-13,Education Infrastructure,AGY-SYNTH-0036,Cuttack Public Works Dept (Demo) Unit-1,Completed,1452269.24,1386378.89,1386378.89,1371856.61,100.0,2024-11-12,2024-12-01,2024-12-25,2025-01-16,2025-11-08,2025-12-27,20.430214,85.81193,False,,,,True
MPLAD-WRK-008577,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Installation of Solar Water Pumping System for Community Agriculture at Siliguri Sector-13,Renewable & Solar Energy,AGY-SYNTH-0049,Darjeeling Water Supply & Sanitation Board (Demo) Unit-4,Completed,687895.11,674387.98,674387.98,673206.7,100.0,2024-03-18,2024-04-20,2024-06-04,2024-06-17,2024-08-16,2024-09-24,27.042449,88.204347,False,,,,True
MPLAD-WRK-008578,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Pipalda Sector-8,Community Infrastructure & Halls,AGY-SYNTH-0013,Kota Water Supply & Sanitation Board (Demo) Unit-3,In Progress,1393540.95,1328065.35,1107723.19,1055951.9,74.3,2023-12-20,2024-02-14,2024-02-28,2024-03-10,2025-01-30,,25.235608,75.833469,False,,,,True
MPLAD-WRK-008579,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Mysuru City Sector-2,Education Infrastructure,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,Completed,2008831.28,1938436.74,1938436.74,1900994.22,100.0,2022-05-24,2022-06-20,2022-07-14,2022-07-29,2023-02-26,2023-03-18,12.293664,76.609414,False,,,,True
MPLAD-WRK-008580,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Varanasi Cantt Sector-1,Drinking Water,AGY-SYNTH-0033,Varanasi Municipal Engineering Cell (Demo) Unit-3,Completed,913536.69,890031.96,890031.96,887984.19,100.0,2025-01-25,2025-03-04,2025-03-29,2025-04-21,2025-10-18,2025-12-08,25.320969,82.92505,False,,,,True
MPLAD-WRK-008581,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Hanamkonda Sector-6,Renewable & Solar Energy,AGY-SYNTH-0185,Warangal Public Works Dept (Demo) Unit-5,In Progress,618026.45,592509.82,528088.45,515373.83,87.0,2023-09-24,2023-11-09,2023-12-22,2024-01-21,2024-07-10,,17.896512,79.643774,False,,,,True
MPLAD-WRK-008582,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Construction of Concrete Cement (CC) Road and RCC Drainage from Bilara Sector-10 to Bilara Village-25,"Roads, Pathways & Bridges",AGY-SYNTH-0174,Jodhpur State Renewable Energy Development Corp (Demo) Unit-4,In Progress,1359403.18,1377568.75,805159.21,712580.69,55.0,2024-02-16,2024-04-14,2024-04-25,2024-05-23,2025-02-16,,26.200046,73.030478,False,,,,True
MPLAD-WRK-008583,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Olpad Sector-1,Education Infrastructure,AGY-SYNTH-0051,Surat Water Supply & Sanitation Board (Demo) Unit-1,Completed,1630065.44,1656875.91,1656875.91,1613736.86,100.0,2023-08-24,2023-10-14,2023-11-03,2023-11-29,2024-06-21,2024-06-26,21.146913,72.759427,False,,,,True
MPLAD-WRK-008584,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Sinnar Sector-1,Irrigation & Flood Control,AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Recommended,2966551.83,0.0,0.0,0.0,0.0,2023-09-11,,,,,,20.06506,73.764279,False,,,,True
MPLAD-WRK-008585,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Bilhaur Sector-15,Health & Sanitation,AGY-SYNTH-0168,Kanpur Nagar Public Works Dept (Demo) Unit-3,Completed,1180769.32,1168234.16,1168234.16,1143819.3,100.0,2024-06-12,2024-07-21,2024-08-26,2024-09-05,2025-03-25,2025-04-27,26.446278,80.315775,False,,,,True
MPLAD-WRK-008586,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Fatehabad Sector-1,Drinking Water,AGY-SYNTH-0081,Agra Water Supply & Sanitation Board (Demo) Unit-1,In Progress,294584.5,296939.1,75582.81,67428.97,17.4,2022-12-27,2023-01-15,2023-03-01,2023-03-12,2023-08-13,,27.102655,77.993888,False,,,,True
MPLAD-WRK-008587,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Tondiarpet Sector-7,Education Infrastructure,AGY-SYNTH-0004,Chennai Water Supply & Sanitation Board (Demo) Unit-4,In Progress,1981299.43,1909224.32,1628535.85,1562647.78,87.0,2023-09-30,2023-11-07,2023-11-22,2023-12-20,2024-08-23,,13.142289,80.303783,False,,,,True
MPLAD-WRK-008588,Gujarat,Ahmedabad,Ahmedabad East Parliamentary Constituency,MP-LOK-DEMO-026,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Ahmedabad City Sector-7,Education Infrastructure,AGY-SYNTH-0121,Ahmedabad Water Supply & Sanitation Board (Demo) Unit-1,Completed,1422695.82,1430140.29,1430140.29,1411193.79,100.0,2024-04-30,2024-05-21,2024-07-02,2024-07-21,2025-03-29,2025-03-31,23.003956,72.605468,False,,,,True
MPLAD-WRK-008589,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Aluva Sector-14,Education Infrastructure,AGY-SYNTH-0011,Ernakulam Rural Development Agency (Demo) Unit-1,Completed,1803655.32,1780363.91,1780363.91,1751640.34,100.0,2022-06-03,2022-07-30,2022-08-11,2022-09-01,2023-03-15,2023-04-22,10.023943,76.29864,False,,,,True
MPLAD-WRK-008590,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Rau Sector-8,Education Infrastructure,AGY-SYNTH-0088,Indore Municipal Engineering Cell (Demo) Unit-3,Sanctioned,1181545.86,1173959.67,0.0,0.0,0.0,2023-11-03,2023-12-29,2024-01-11,2024-01-24,2024-10-30,,22.709412,75.887393,False,,,,True
MPLAD-WRK-008591,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Construction of Bridge over Canal with Approach Roads at T. Narasipura Sector-12,"Roads, Pathways & Bridges",AGY-SYNTH-0067,Mysuru Rural Development Agency (Demo) Unit-2,Completed,2594477.34,2588767.14,2588767.14,2538705.08,100.0,2024-12-29,2025-02-22,2025-03-26,2025-04-06,2025-12-28,2026-02-18,12.368926,76.673003,False,,,,True
MPLAD-WRK-008592,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Shirur Sector-7,Drinking Water,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,Work Order Issued,746656.41,740451.21,0.0,0.0,0.0,2024-12-08,2025-01-03,2025-01-26,2025-02-13,2025-07-29,,18.583733,73.823463,False,,,,True
