work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,latest_inspection_date,latest_inspection_rating,latest_inspector_designation,inspection_count,payment_count,progress_update_count,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-009204,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Kaikalur Sector-14,Education Infrastructure,AGY-SYNTH-0123,Krishna State Sports Infrastructure Authority (Demo) Unit-3,In Progress,3472618.89,3308141.07,1135156.37,1095734.63,25.7,2022-11-02,2022-11-22,2022-12-31,2023-01-16,2023-11-07,,16.176505,81.064688,2023-02-12,Good,District Planning Officer (Demo),1,5,5,False,,,,True
MPLAD-WRK-009205,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,MP-LOK-DEMO-016,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Malihabad Sector-5,Health & Sanitation,AGY-SYNTH-0069,Lucknow Public Works Dept (Demo) Unit-4,Work Order Issued,584436.94,556518.87,83477.83,41738.92,0.0,2024-09-27,2024-10-12,2024-11-13,2024-11-23,2025-04-26,,26.812057,80.977939,,,,0,1,1,False,,,,True
MPLAD-WRK-009206,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Phulera Sector-11,Irrigation & Flood Control,AGY-SYNTH-0109,Jaipur Irrigation & Flood Management Dept (Demo) Unit-4,Sanctioned,855905.48,871259.34,0.0,0.0,0.0,2024-04-12,2024-05-02,2024-05-22,2024-06-12,2025-04-20,,26.928917,75.750375,,,,0,0,0,False,,,,True
MPLAD-WRK-009207,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Bhitarwar Sector-9,Community Infrastructure & Halls,AGY-SYNTH-0152,Gwalior Rural Development Agency (Demo) Unit-2,Work Order Issued,4341377.89,4195233.77,629285.07,314642.53,0.0,2023-11-23,2023-12-17,2024-01-31,2024-02-15,2025-01-06,,26.27098,78.172848,,,,0,1,1,False,,,,True
MPLAD-WRK-009208,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Anakapalli Sector-13,Drinking Water,AGY-SYNTH-0103,Visakhapatnam State Renewable Energy Development Corp (Demo) Unit-3,In Progress,483184.83,466958.0,188598.49,182688.73,40.4,2022-12-17,2023-01-22,2023-03-07,2023-03-21,2023-09-30,,17.667991,83.235796,2023-04-18,Good,Independent Quality Assessor (Demo),1,2,5,False,,,,True
MPLAD-WRK-009209,Odisha,Khordha,Bhubaneswar Parliamentary Constituency,MP-LOK-DEMO-049,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Bhubaneswar Central Sector-4,Drinking Water,AGY-SYNTH-0181,Khordha State Sports Infrastructure Authority (Demo) Unit-1,Completed,265979.05,262983.83,262983.83,257260.17,100.0,2023-04-06,2023-05-28,2023-06-08,2023-06-23,2023-10-12,2023-09-23,20.343839,85.869384,2023-12-08,Good,District Planning Officer (Demo),3,5,6,False,,,,True
MPLAD-WRK-009210,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Tamluk Sector-11,Sports & Youth Development,AGY-SYNTH-0212,Purba Medinipur Public Works Dept (Demo) Unit-2,Work Order Issued,1685076.31,1614253.36,242138.0,121069.0,0.0,2024-01-14,2024-02-18,2024-03-09,2024-04-05,2024-12-10,,21.96179,87.72737,,,,0,1,1,False,,,,True
MPLAD-WRK-009211,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Amritsar North Sector-12,Sports & Youth Development,AGY-SYNTH-0258,Amritsar Municipal Engineering Cell (Demo) Unit-3,In Progress,2044328.35,1959411.25,1537048.73,1386392.11,76.7,2023-03-24,2023-04-17,2023-05-05,2023-05-26,2024-01-18,,31.698682,74.923377,2023-07-04,Excellent,Technical Auditor - State Quality Monitor (Demo),1,2,5,False,,,,True
MPLAD-WRK-009212,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Kamrej Sector-2,Drinking Water,AGY-SYNTH-0213,Surat Public Works Dept (Demo) Unit-3,Completed,273470.02,277019.37,277019.37,269840.68,100.0,2023-12-23,2024-02-01,2024-02-17,2024-03-14,2024-08-02,2024-08-20,21.188534,72.853071,2024-06-11,Good,Junior Engineer - Zilla Parishad (Demo),2,4,7,False,,,,True
MPLAD-WRK-009213,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Bidhannagar Sector-10 and Barrackpore Village-6,"Roads, Pathways & Bridges",AGY-SYNTH-0227,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-2,In Progress,3299340.55,3278750.56,2779636.52,2368034.63,80.5,2023-12-28,2024-02-09,2024-03-02,2024-03-18,2024-11-18,,22.767898,88.518693,2024-05-01,Good,Executive Engineer - PWD (Demo),1,5,4,False,,,,True
MPLAD-WRK-009214,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Dispur Sector-13,Health & Sanitation,AGY-SYNTH-0209,Kamrup Metropolitan State Sports Infrastructure Authority (Demo) Unit-4,In Progress,1079914.85,1027209.21,467238.76,432217.79,37.0,2023-09-14,2023-10-02,2023-10-19,2023-11-18,2024-06-05,,26.179581,91.6671,2023-12-26,Excellent,District Planning Officer (Demo),1,5,4,False,,,,True
MPLAD-WRK-009215,Karnataka,Dharwad,Dharwad Parliamentary Constituency,MP-LOK-DEMO-013,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Kundgol Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0223,Dharwad Municipal Engineering Cell (Demo) Unit-3,In Progress,3083919.78,3031170.46,842686.74,777752.34,27.2,2024-08-10,2024-08-31,2024-10-09,2024-10-25,2025-08-05,,15.527441,75.002155,2024-11-18,Satisfactory,Executive Engineer - PWD (Demo),1,2,4,False,,,,True
MPLAD-WRK-009216,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Nedumangad Sector-14,Irrigation & Flood Control,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,In Progress,1541501.12,1512319.76,1127949.56,1076654.05,79.4,2022-09-10,2022-10-05,2022-10-15,2022-11-03,2023-07-08,,8.513234,76.921363,2022-11-27,Excellent,Sub-Divisional Officer (Demo),1,3,6,False,,,,True
MPLAD-WRK-009217,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Warangal West Sector-15,"Roads, Pathways & Bridges",AGY-SYNTH-0100,Warangal State Renewable Energy Development Corp (Demo) Unit-5,Completed,1721283.11,1745989.42,1745989.42,1697976.51,100.0,2023-04-03,2023-05-05,2023-06-14,2023-06-24,2024-05-31,2024-05-11,18.040364,79.633544,2023-07-23,Good,Assistant Executive Engineer - Rural Works (Demo),1,5,4,False,,,,True
MPLAD-WRK-009218,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Provision of Deep Borewell with Solar Submersible Pump in Sullia Sector-1,Drinking Water,AGY-SYNTH-0096,Dakshina Kannada Water Supply & Sanitation Board (Demo) Unit-1,Completed,150000,147288.96,147288.96,144994.84,100.0,2024-02-28,2024-04-04,2024-05-08,2024-05-23,2024-09-16,2024-10-19,12.867043,74.926063,2024-06-26,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,4,5,False,,,,True
MPLAD-WRK-009219,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Osian Sector-6,Sports & Youth Development,AGY-SYNTH-0048,Jodhpur Rural Development Agency (Demo) Unit-3,Completed,1234753.45,1229649.21,1229649.21,1210708.42,100.0,2022-04-07,2022-05-05,2022-05-24,2022-06-13,2023-02-24,2023-02-12,26.22988,72.973252,2022-07-16,Satisfactory,Independent Quality Assessor (Demo),1,6,4,False,,,,True
MPLAD-WRK-009220,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Fatehabad Sector-3,Drinking Water,AGY-SYNTH-0256,Agra Water Supply & Sanitation Board (Demo) Unit-1,Completed,343849.88,349912.74,349912.74,347918.77,100.0,2022-06-09,2022-07-02,2022-08-02,2022-08-26,2023-02-15,2023-01-27,27.211178,78.040819,2022-11-22,Excellent,Executive Engineer - PWD (Demo),2,5,5,False,,,,True
MPLAD-WRK-009221,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Ramdurg Sector-3,Health & Sanitation,AGY-SYNTH-0144,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Work Order Issued,1397923.04,1409907.83,211486.17,105743.09,0.0,2023-08-21,2023-09-11,2023-10-25,2023-11-11,2024-06-25,,15.861166,74.487198,,,,0,1,1,False,,,,True
MPLAD-WRK-009222,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Sangod Sector-7,Irrigation & Flood Control,AGY-SYNTH-0089,Kota Public Works Dept (Demo) Unit-4,Completed,5936174.23,5658268.01,5658268.01,5550610.25,100.0,2023-07-16,2023-09-13,2023-10-21,2023-11-18,2024-06-30,2024-06-22,25.177824,75.922418,2024-04-28,Satisfactory,Junior Engineer - Zilla Parishad (Demo),3,6,7,False,,,,True
MPLAD-WRK-009223,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Bilhaur Sector-5 to Govind Nagar Village-21,Drinking Water,AGY-SYNTH-0177,Kanpur Nagar Zilla Parishad Engineering Division (Demo) Unit-2,Completed,543474.07,534737.35,534737.35,519341.13,100.0,2022-11-17,2022-12-05,2023-01-09,2023-02-03,2023-07-30,2023-08-10,26.408412,80.298398,2023-05-12,Good,Executive Engineer - PWD (Demo),2,6,7,False,,,,True
MPLAD-WRK-009224,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Construction of High-Level RCC Box Culvert and Causeway across Stream near Allahabad South Sector-11,"Roads, Pathways & Bridges",AGY-SYNTH-0153,Prayagraj Rural Development Agency (Demo) Unit-3,In Progress,4187962.27,4116692.86,1080417.86,956159.95,19.1,2024-12-01,2025-01-02,2025-02-12,2025-02-23,2026-01-01,,25.47664,81.869862,2025-03-18,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,5,4,False,,,,True
MPLAD-WRK-009225,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Thane City Sector-7",Education Infrastructure,AGY-SYNTH-0184,Thane Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,2230903.85,2252970.26,570424.63,524534.1,26.3,2023-08-17,2023-09-04,2023-09-15,2023-10-14,2024-07-15,,19.246707,73.049833,2023-11-09,Excellent,Independent Quality Assessor (Demo),1,4,6,False,,,,True
MPLAD-WRK-009226,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Nedumangad Sector-1,Sports & Youth Development,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,Completed,2290565.8,2287003.32,2287003.32,2223630.12,100.0,2024-11-04,2025-01-03,2025-02-03,2025-02-18,2025-10-05,2025-11-15,8.581959,76.882038,2025-07-29,Excellent,Technical Auditor - State Quality Monitor (Demo),3,6,6,False,,,,True
MPLAD-WRK-009227,Gujarat,Surat,Surat Parliamentary Constituency,MP-LOK-DEMO-027,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Surat City Sector-9,Renewable & Solar Energy,AGY-SYNTH-0133,Surat State Renewable Energy Development Corp (Demo) Unit-3,Completed,1025680.01,1028227.34,1028227.34,1016187.55,100.0,2023-07-25,2023-09-19,2023-10-15,2023-11-10,2024-04-05,2024-05-16,21.105254,72.837252,2024-04-08,Excellent,Junior Engineer - Zilla Parishad (Demo),3,5,5,False,,,,True
MPLAD-WRK-009228,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Fatehabad Sector-5,Drinking Water,AGY-SYNTH-0062,Agra Irrigation & Flood Management Dept (Demo) Unit-2,Completed,645081.77,649692.32,649692.32,637004.42,100.0,2023-11-03,2023-12-02,2023-12-17,2024-01-04,2024-07-14,2024-08-16,27.216692,78.026186,2024-04-15,Excellent,Technical Auditor - State Quality Monitor (Demo),2,6,4,False,,,,True
MPLAD-WRK-009229,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Upgradation of Cultural Community Centre and Public Amphitheater at Coimbatore North Sector-8,Community Infrastructure & Halls,AGY-SYNTH-0074,Coimbatore Rural Development Agency (Demo) Unit-4,In Progress,1216333.78,1209302.28,720908.61,636009.77,57.9,2024-05-09,2024-06-19,2024-07-02,2024-07-21,2025-05-23,,11.011377,76.898236,2024-08-11,Excellent,Sub-Divisional Officer (Demo),1,3,5,False,,,,True
MPLAD-WRK-009230,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Majitha Sector-7",Education Infrastructure,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,In Progress,1432809.88,1380489.74,276097.95,260097.2,15.3,2022-04-04,2022-05-22,2022-07-06,2022-07-19,2023-03-26,,31.687259,74.924186,2022-08-25,Good,Sub-Divisional Officer (Demo),1,2,6,False,,,,True
MPLAD-WRK-009231,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Allahabad South Sector-5,Renewable & Solar Energy,AGY-SYNTH-0153,Prayagraj Rural Development Agency (Demo) Unit-3,Completed,607555.69,589670.73,589670.73,574785.11,100.0,2024-04-10,2024-05-17,2024-06-10,2024-07-10,2024-11-11,2024-10-26,25.402844,81.819474,2024-12-11,Good,Assistant Executive Engineer - Rural Works (Demo),3,6,7,False,,,,True
MPLAD-WRK-009232,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Attur Sector-2 and Salem South Village-23,"Roads, Pathways & Bridges",AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,In Progress,2888362.44,2784798.22,1614511.6,1533111.75,59.1,2024-04-28,2024-06-06,2024-07-17,2024-08-04,2025-05-06,,11.680676,78.159575,2024-09-03,Satisfactory,Executive Engineer - PWD (Demo),1,2,6,False,,,,True
MPLAD-WRK-009233,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Nasirabad Sector-3,Drinking Water,AGY-SYNTH-0228,Ajmer State Sports Infrastructure Authority (Demo) Unit-3,Completed,362205.54,362791.04,362791.04,361669.81,100.0,2023-06-29,2023-08-24,2023-09-21,2023-10-07,2024-01-22,2024-03-06,26.491836,74.56594,2024-03-02,Satisfactory,Executive Engineer - PWD (Demo),3,4,6,False,,,,True
MPLAD-WRK-009234,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Vaijapur Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0064,Aurangabad Public Works Dept (Demo) Unit-4,Completed,1341845.54,1293062.09,1293062.09,1257296.41,100.0,2023-08-24,2023-09-15,2023-10-02,2023-10-25,2024-08-31,2024-10-17,19.886867,75.309246,2024-01-27,Satisfactory,Executive Engineer - PWD (Demo),2,5,6,False,,,,True
MPLAD-WRK-009235,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Bakhtiarpur Sector-10,Renewable & Solar Energy,AGY-SYNTH-0190,Patna Rural Development Agency (Demo) Unit-5,Completed,462353.64,445680.67,445680.67,442756.21,100.0,2023-01-11,2023-02-25,2023-03-28,2023-04-23,2023-07-19,2023-08-24,25.641242,85.155275,2023-07-13,Good,Technical Auditor - State Quality Monitor (Demo),2,3,7,False,,,,True
MPLAD-WRK-009236,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Thiruvananthapuram City Sector-13,Sports & Youth Development,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,Completed,1778004.33,1748993.78,1748993.78,1735873.64,100.0,2022-06-17,2022-08-13,2022-08-26,2022-09-16,2023-04-07,2023-03-19,8.472945,76.884549,2022-12-11,Satisfactory,Technical Auditor - State Quality Monitor (Demo),2,3,5,False,,,,True
MPLAD-WRK-009237,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Khed Sector-14,Health & Sanitation,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,In Progress,8460000.0,8658473.57,591919.36,562323.39,68.2,2024-03-09,2024-03-30,2024-04-11,2024-05-09,2025-01-09,,18.498767,73.791849,2024-06-28,Excellent,Technical Auditor - State Quality Monitor (Demo),1,5,5,True,COST_OUTLIER,"Cost outlier: Sanctioned amount of Rs. 8,658,473.57 is 7.0x higher than standard category median benchmark of Rs. 1,200,000.00 for 'Health & Sanitation'.",,True
MPLAD-WRK-009238,Karnataka,Bengaluru Urban,Bengaluru South Parliamentary Constituency,MP-LOK-DEMO-011,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Bengaluru South Sector-1,Renewable & Solar Energy,AGY-SYNTH-0059,Bengaluru Urban Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,1828479.7,1845385.96,1625927.13,1579979.61,83.7,2024-06-21,2024-07-24,2024-08-21,2024-09-14,2024-12-06,,12.972237,77.531289,2024-10-11,Good,Assistant Executive Engineer - Rural Works (Demo),1,3,3,False,,,,True
MPLAD-WRK-009239,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Mettupalayam Sector-9,Drinking Water,AGY-SYNTH-0095,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,722302.18,719170.04,535059.06,511235.55,68.3,2022-08-29,2022-10-13,2022-10-31,2022-11-24,2023-04-12,,11.08791,77.023499,2023-01-07,Satisfactory,Sub-Divisional Officer (Demo),1,5,5,False,,,,True
MPLAD-WRK-009240,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Bara Sector-2,Drinking Water,AGY-SYNTH-0186,Prayagraj Rural Development Agency (Demo) Unit-1,Completed,320509.62,319181.45,319181.45,314879.26,100.0,2023-05-24,2023-06-15,2023-07-23,2023-08-21,2024-02-28,2024-02-15,25.499902,81.802168,2023-11-22,Excellent,Technical Auditor - State Quality Monitor (Demo),2,5,7,False,,,,True
MPLAD-WRK-009241,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Savli Sector-5,Education Infrastructure,AGY-SYNTH-0086,Vadodara Public Works Dept (Demo) Unit-1,Completed,2906265.36,2962014.79,2962014.79,2903273.61,100.0,2024-04-02,2024-05-23,2024-06-18,2024-07-07,2025-01-19,2025-02-24,22.324768,73.216622,2024-08-22,Good,Executive Engineer - PWD (Demo),1,5,5,False,,,,True
MPLAD-WRK-009242,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Danapur Sector-13 and Masaurhi Village-7,"Roads, Pathways & Bridges",AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,2401224.94,2439054.52,1376242.33,1208525.41,56.6,2024-02-26,2024-04-23,2024-05-08,2024-05-25,2025-02-15,,25.627927,85.151022,2024-07-06,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),1,5,3,False,,,,True
MPLAD-WRK-009243,West Bengal,Purba Medinipur,Tamluk Parliamentary Constituency,MP-LOK-DEMO-033,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Contai Sector-2,Irrigation & Flood Control,AGY-SYNTH-0233,Purba Medinipur State Renewable Energy Development Corp (Demo) Unit-3,Work Order Issued,974690.75,934720.92,0.0,0.0,0.0,2024-03-03,2024-03-27,2024-04-12,2024-04-23,2024-12-05,,21.931406,87.780854,,,,0,0,1,False,,,,True
MPLAD-WRK-009244,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Parliamentary Constituency,MP-LOK-DEMO-009,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Lalgudi Sector-6,"Roads, Pathways & Bridges",AGY-SYNTH-0141,Tiruchirappalli Public Works Dept (Demo) Unit-1,In Progress,1649609.56,1596927.28,449604.96,435670.92,32.8,2024-04-05,2024-04-22,2024-06-06,2024-06-16,2025-05-11,,10.74463,78.707879,2024-07-30,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,2,5,False,,,,True
MPLAD-WRK-009245,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Saoner Sector-10,"Roads, Pathways & Bridges",AGY-SYNTH-0118,Nagpur Public Works Dept (Demo) Unit-3,Completed,2612561.16,2485189.76,2485189.76,2481987.15,100.0,2023-04-20,2023-05-29,2023-06-09,2023-06-19,2024-05-29,2024-07-04,21.178803,79.078663,2023-08-01,Excellent,Sub-Divisional Officer (Demo),1,5,7,False,,,,True
MPLAD-WRK-009246,Rajasthan,Ajmer,Ajmer Parliamentary Constituency,MP-LOK-DEMO-025,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Ajmer South Sector-9",Education Infrastructure,AGY-SYNTH-0252,Ajmer State Sports Infrastructure Authority (Demo) Unit-2,In Progress,1055846.42,1030467.99,215400.83,192476.23,24.8,2022-12-06,2023-02-04,2023-02-17,2023-03-15,2023-09-26,,26.434438,74.621528,2023-04-16,Good,Technical Auditor - State Quality Monitor (Demo),1,4,3,False,,,,True
MPLAD-WRK-009247,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Jorasanko Sector-10,Renewable & Solar Energy,AGY-SYNTH-0029,Kolkata Zilla Parishad Engineering Division (Demo) Unit-4,Work Order Issued,1559585.88,1582755.73,237413.36,118706.68,0.0,2024-02-10,2024-03-06,2024-03-27,2024-04-19,2024-07-15,,22.639559,88.411471,,,,0,1,1,False,,,,True
MPLAD-WRK-009248,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Nagpur Urban Sector-13,Health & Sanitation,AGY-SYNTH-0118,Nagpur Public Works Dept (Demo) Unit-3,Completed,906411.96,893131.54,893131.54,877615.62,100.0,2022-06-01,2022-06-25,2022-07-31,2022-08-24,2023-05-09,2023-05-12,21.092866,79.07401,2022-09-20,Satisfactory,District Planning Officer (Demo),1,5,5,False,,,,True
MPLAD-WRK-009249,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Construction of Indoor Gymnasium and Physical Training Centre at Muvattupuzha Sector-14,Sports & Youth Development,AGY-SYNTH-0003,Ernakulam Rural Development Agency (Demo) Unit-3,In Progress,2092314.29,2110701.5,1817444.74,1682050.14,22.7,2023-10-23,2023-11-13,2023-11-24,2023-12-12,2024-06-21,,10.01381,76.265456,2024-01-03,Good,Assistant Executive Engineer - Rural Works (Demo),1,4,4,True,PAYMENT_PROGRESS_MISMATCH,"Severe financial-physical divergence: 86.1% of sanctioned funds (Rs. 1,817,444.74) disbursed while physical progress is only 22.7%.",,True
MPLAD-WRK-009250,Tamil Nadu,Madurai,Madurai Parliamentary Constituency,MP-LOK-DEMO-008,Lok Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Madurai South Sector-8,Renewable & Solar Energy,AGY-SYNTH-0124,Madurai State Sports Infrastructure Authority (Demo) Unit-4,Completed,450719.76,433138.65,433138.65,420800.94,100.0,2022-12-14,2023-01-31,2023-02-21,2023-03-08,2023-07-21,2023-08-27,9.980808,78.098307,2023-04-20,Excellent,Assistant Executive Engineer - Rural Works (Demo),1,4,4,False,,,,True
MPLAD-WRK-009251,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Allahabad North Sector-1,Community Infrastructure & Halls,AGY-SYNTH-0200,Prayagraj Irrigation & Flood Management Dept (Demo) Unit-5,Completed,2004244.67,1977822.27,1977822.27,1977822.27,100.0,2023-03-24,2023-05-04,2023-05-23,2023-06-17,2024-04-13,,25.409836,81.776775,,,,0,6,5,True,MISSING_COMPLETION_EVIDENCE,"Incomplete closure documentation: Work marked as 100% completed with full financial disbursement, but lacks mandatory actual completion date, completion inspection sign-off, and asset register record.",,True
